Sample Number (10000 samples per second),LoadCell (),X1 (),X2 (),X3 (),EPOSPosition (),EPOSCurrent (),Encoder (),Time (ms)
0,0.0,0.0,0.0,0.0,-3.0,65509.0,0.0,332.0
1,0.0,0.0,0.0,0.0,-3.0,65526.0,0.0,384.0
2,0.0,0.0,0.0,0.0,-3.0,65518.0,0.0,434.0
3,0.0,0.0,0.0,0.0,-3.0,65535.0,0.0,484.0
4,0.0,0.0,0.0,0.0,-3.0,65535.0,0.0,534.0
5,0.0,0.0,0.0,0.0,-2.0,172.0,0.0,584.0
6,0.0,0.0,0.0,0.0,-2.0,64421.0,0.0,635.0
7,0.0,0.0,0.0,0.0,-2.0,65055.0,0.0,686.0
8,0.0,0.0,0.0,0.0,-3.0,45.0,0.0,736.0
9,0.0,0.0,0.0,0.0,-2.0,171.0,0.0,786.0
10,0.0,0.0,0.0,0.0,-3.0,65517.0,0.0,836.0
11,0.0,0.0,0.0,0.0,-3.0,65490.0,0.0,887.0
12,0.0,0.0,0.0,0.0,-2.0,65308.0,0.0,937.0
13,0.0,0.0,0.0,0.0,-5.0,1685.0,0.0,988.0
14,0.0,0.0,0.0,0.0,-3.0,65482.0,0.0,1038.0
15,0.0,0.0,0.0,0.0,-3.0,65327.0,0.0,1089.0
16,0.0,0.0,0.0,0.0,-3.0,544.0,0.0,1139.0
17,0.0,0.0,0.0,0.0,-2.0,64945.0,0.0,1189.0
18,0.0,0.0,0.0,0.0,-3.0,235.0,0.0,1240.0
19,0.0,0.0,0.0,0.0,-3.0,65535.0,0.0,1290.0
20,0.0,0.0,0.0,0.0,-3.0,371.0,0.0,1341.0
21,0.0,0.0,0.0,0.0,-3.0,65490.0,0.0,1391.0
22,0.0,0.0,0.0,0.0,-3.0,905.0,0.0,1441.0
23,0.0,0.0,0.0,0.0,-3.0,65526.0,0.0,1491.0
24,0.0,0.0,0.0,0.0,-4.0,543.0,0.0,1542.0
25,0.0,0.0,0.0,0.0,-2.0,861.0,0.0,1593.0
26,0.0,0.0,0.0,0.0,-3.0,199.0,0.0,1643.0
27,0.0,0.0,0.0,0.0,-3.0,65527.0,0.0,1693.0
28,0.0,0.0,0.0,0.0,-3.0,65526.0,0.0,1744.0
29,0.0,0.0,0.0,0.0,-3.0,65508.0,0.0,1795.0
30,0.0,0.0,0.0,0.0,-3.0,470.0,0.0,1845.0
31,0.0,0.0,0.0,0.0,-3.0,36.0,0.0,1895.0
32,0.0,0.0,0.0,0.0,-3.0,65499.0,0.0,1945.0
33,0.0,0.0,0.0,0.0,-3.0,65473.0,0.0,1996.0
34,0.0,0.0,0.0,0.0,-2.0,1188.0,0.0,2046.0
35,0.0,0.0,0.0,0.0,-3.0,65526.0,0.0,2097.0
36,0.0,0.0,0.0,0.0,-3.0,154.0,0.0,2147.0
37,0.0,0.0,0.0,0.0,-3.0,887.0,0.0,2197.0
38,0.0,0.0,0.0,0.0,-3.0,65535.0,0.0,2248.0
39,0.0,0.0,0.0,0.0,-2.0,64881.0,0.0,2298.0
40,0.0,0.0,0.0,0.0,-2.0,65055.0,0.0,2349.0
41,0.0,0.0,0.0,0.0,-2.0,99.0,0.0,2399.0
42,0.0,0.0,0.0,0.0,-1.0,65089.0,0.0,2450.0
43,0.0,0.0,0.0,0.0,0.0,65074.0,0.0,2500.0
44,0.0,0.0,0.0,0.0,-2.0,65382.0,0.0,2550.0
45,0.0,0.0,0.0,0.0,-3.0,65518.0,0.0,2600.0
46,0.0,0.0,0.0,0.0,-1.0,64691.0,0.0,2652.0
47,0.0,0.0,0.0,0.0,-3.0,65463.0,0.0,2702.0
