Sample Number (10000 samples per second),LoadCell (),X1 (),X2 (),X3 (),EPOSPosition (),EPOSCurrent (),Encoder (),Time (ms)
0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,320.0
1,0.0,0.0,0.0,0.0,-1.0,64682.0,0.0,351.0
2,0.0,0.0,0.0,0.0,-3.0,65464.0,0.0,401.0
3,0.0,0.0,0.0,0.0,-3.0,65535.0,0.0,451.0
4,0.0,0.0,0.0,0.0,-3.0,65128.0,0.0,502.0
5,0.0,0.0,0.0,0.0,-3.0,81.0,0.0,552.0
6,0.0,0.0,0.0,0.0,-3.0,90.0,0.0,603.0
7,0.0,0.0,0.0,0.0,-3.0,72.0,0.0,653.0
8,0.0,0.0,0.0,0.0,-3.0,63.0,0.0,703.0
9,0.0,0.0,0.0,0.0,-3.0,81.0,0.0,754.0
10,0.0,0.0,0.0,0.0,-3.0,71.0,0.0,804.0
11,0.0,0.0,0.0,0.0,-3.0,53.0,0.0,855.0
12,0.0,0.0,0.0,0.0,-3.0,99.0,0.0,905.0
13,0.0,0.0,0.0,0.0,-3.0,290.0,0.0,956.0
14,0.0,0.0,0.0,0.0,-2.0,499.0,0.0,1006.0
15,0.0,0.0,0.0,0.0,-2.0,208.0,0.0,1056.0
16,0.0,0.0,0.0,0.0,-3.0,36.0,0.0,1106.0
17,0.0,0.0,0.0,0.0,-3.0,36.0,0.0,1157.0
18,0.0,0.0,0.0,0.0,-3.0,36.0,0.0,1208.0
19,0.0,0.0,0.0,0.0,-2.0,65527.0,0.0,1258.0
20,0.0,0.0,0.0,0.0,-3.0,63.0,0.0,1308.0
21,0.0,0.0,0.0,0.0,-3.0,91.0,0.0,1358.0
22,0.0,0.0,0.0,0.0,-3.0,72.0,0.0,1410.0
23,0.0,0.0,0.0,0.0,-3.0,45.0,0.0,1460.0
24,0.0,0.0,0.0,0.0,-3.0,90.0,0.0,1510.0
25,0.0,0.0,0.0,0.0,-3.0,517.0,0.0,1560.0
26,0.0,0.0,0.0,0.0,-3.0,53.0,0.0,1611.0
27,0.0,0.0,0.0,0.0,-1.0,64665.0,0.0,1661.0
28,0.0,0.0,0.0,0.0,-3.0,72.0,0.0,1712.0
29,0.0,0.0,0.0,0.0,-2.0,64521.0,0.0,1762.0
30,0.0,0.0,0.0,0.0,-4.0,707.0,0.0,1812.0
31,0.0,0.0,0.0,0.0,-3.0,81.0,0.0,1863.0
32,0.0,0.0,0.0,0.0,-3.0,53.0,0.0,1913.0
33,0.0,0.0,0.0,0.0,-3.0,72.0,0.0,1964.0
34,0.0,0.0,0.0,0.0,-2.0,64684.0,0.0,2014.0
35,0.0,0.0,0.0,0.0,-2.0,65190.0,0.0,2065.0
36,0.0,0.0,0.0,0.0,-2.0,53.0,0.0,2115.0
37,0.0,0.0,0.0,0.0,-2.0,65165.0,0.0,2165.0
38,0.0,0.0,0.0,0.0,-3.0,407.0,0.0,2215.0
39,0.0,0.0,0.0,0.0,-3.0,27.0,0.0,2266.0
40,0.0,0.0,0.0,0.0,-1.0,64537.0,0.0,2317.0
41,0.0,0.0,0.0,0.0,-3.0,36.0,0.0,2367.0
42,0.0,0.0,0.0,0.0,-3.0,27.0,0.0,2417.0
43,0.0,0.0,0.0,0.0,-3.0,44.0,0.0,2467.0
44,0.0,0.0,0.0,0.0,-4.0,1601.0,0.0,2519.0
45,0.0,0.0,0.0,0.0,-3.0,271.0,0.0,2569.0
46,0.0,0.0,0.0,0.0,-3.0,27.0,0.0,2619.0
47,0.0,0.0,0.0,0.0,-3.0,18.0,0.0,2669.0
48,0.0,0.0,0.0,0.0,-3.0,8.0,0.0,2719.0
49,0.0,0.0,0.0,0.0,-3.0,317.0,0.0,2770.0
50,0.0,0.0,0.0,0.0,-4.0,822.0,0.0,2821.0
51,0.0,0.0,0.0,0.0,-3.0,63.0,0.0,2871.0
52,0.0,0.0,0.0,0.0,-2.0,65236.0,0.0,2922.0
53,0.0,0.0,0.0,0.0,-3.0,1041.0,0.0,2972.0
54,0.0,0.0,0.0,0.0,-3.0,44.0,0.0,3022.0
55,0.0,0.0,0.0,0.0,-3.0,45.0,0.0,3073.0
56,0.0,0.0,0.0,0.0,-4.0,64901.0,0.0,3124.0
57,0.0,0.0,0.0,0.0,-3.0,65064.0,0.0,3174.0
58,0.0,0.0,0.0,0.0,-3.0,489.0,0.0,3224.0
59,0.0,0.0,0.0,0.0,-3.0,27.0,0.0,3274.0
60,0.0,0.0,0.0,0.0,-3.0,8.0,0.0,3324.0
61,0.0,0.0,0.0,0.0,-2.0,343.0,0.0,3376.0
62,0.0,0.0,0.0,0.0,-3.0,45.0,0.0,3426.0
63,0.0,0.0,0.0,0.0,-2.0,64964.0,0.0,3476.0
64,0.0,0.0,0.0,0.0,-3.0,9.0,0.0,3526.0
65,0.0,0.0,0.0,0.0,-4.0,1096.0,0.0,3577.0
66,0.0,0.0,0.0,0.0,-3.0,36.0,0.0,3628.0
67,0.0,0.0,0.0,0.0,-3.0,64928.0,0.0,3678.0
68,0.0,0.0,0.0,0.0,-3.0,27.0,0.0,3728.0
69,0.0,0.0,0.0,0.0,-3.0,65064.0,0.0,3778.0
70,0.0,0.0,0.0,0.0,-3.0,65410.0,0.0,3829.0
71,0.0,0.0,0.0,0.0,-2.0,64312.0,0.0,3879.0
72,0.0,0.0,0.0,0.0,-1.0,65081.0,0.0,3930.0
73,0.0,0.0,0.0,0.0,-3.0,65454.0,0.0,3980.0
74,0.0,0.0,0.0,0.0,-3.0,53.0,0.0,4031.0
75,0.0,0.0,0.0,0.0,-3.0,36.0,0.0,4081.0
76,0.0,0.0,0.0,0.0,-2.0,65208.0,0.0,4131.0
77,0.0,0.0,0.0,0.0,-3.0,108.0,0.0,4182.0
78,0.0,0.0,0.0,0.0,-3.0,27.0,0.0,4232.0
79,0.0,0.0,0.0,0.0,-3.0,18.0,0.0,4283.0
80,0.0,0.0,0.0,0.0,-3.0,27.0,0.0,4333.0
81,0.0,0.0,0.0,0.0,-2.0,65082.0,0.0,4383.0
82,0.0,0.0,0.0,0.0,-3.0,235.0,0.0,4433.0
83,0.0,0.0,0.0,0.0,-3.0,8.0,0.0,4485.0
84,0.0,0.0,0.0,0.0,-1.0,65056.0,0.0,4535.0
85,0.0,0.0,0.0,0.0,-3.0,27.0,0.0,4585.0
86,0.0,0.0,0.0,0.0,-3.0,65535.0,0.0,4635.0
87,0.0,0.0,0.0,0.0,-3.0,36.0,0.0,4685.0
88,0.0,0.0,0.0,0.0,-3.0,65508.0,0.0,4737.0
89,0.0,0.0,0.0,0.0,-3.0,45.0,0.0,4787.0
90,0.0,0.0,0.0,0.0,-3.0,45.0,0.0,4837.0
91,0.0,0.0,0.0,0.0,-3.0,36.0,0.0,4887.0
92,0.0,0.0,0.0,0.0,-3.0,27.0,0.0,4938.0
93,0.0,0.0,0.0,0.0,-3.0,36.0,0.0,4988.0
94,0.0,0.0,0.0,0.0,-3.0,53.0,0.0,5039.0
95,0.0,0.0,0.0,0.0,-2.0,143.0,0.0,5089.0
96,0.0,0.0,0.0,0.0,-3.0,317.0,0.0,5140.0
97,0.0,0.0,0.0,0.0,-3.0,36.0,0.0,5190.0
98,0.0,0.0,0.0,0.0,-2.0,64277.0,0.0,5240.0
99,0.0,0.0,0.0,0.0,-3.0,9.0,0.0,5291.0
100,0.0,0.0,0.0,0.0,-3.0,36.0,0.0,5341.0
101,0.0,0.0,0.0,0.0,-3.0,18.0,0.0,5392.0
102,0.0,0.0,0.0,0.0,-3.0,65535.0,0.0,5442.0
103,0.0,0.0,0.0,0.0,-3.0,65535.0,0.0,5492.0
104,0.0,0.0,0.0,0.0,-3.0,9.0,0.0,5542.0
105,0.0,0.0,0.0,0.0,-3.0,9.0,0.0,5594.0
106,0.0,0.0,0.0,0.0,-3.0,8.0,0.0,5644.0
107,0.0,0.0,0.0,0.0,-3.0,617.0,0.0,5694.0
108,0.0,0.0,0.0,0.0,-3.0,443.0,0.0,5744.0
109,0.0,0.0,0.0,0.0,-2.0,65236.0,0.0,5795.0
110,0.0,0.0,0.0,0.0,-3.0,27.0,0.0,5846.0
111,0.0,0.0,0.0,0.0,-3.0,544.0,0.0,5896.0
112,0.0,0.0,0.0,0.0,-3.0,44.0,0.0,5946.0
113,0.0,0.0,0.0,0.0,-3.0,36.0,0.0,5996.0
114,0.0,0.0,0.0,0.0,-2.0,64366.0,0.0,6047.0
115,0.0,0.0,0.0,0.0,-1.0,65363.0,0.0,6097.0
116,0.0,0.0,0.0,0.0,-3.0,399.0,0.0,6148.0
117,0.0,0.0,0.0,0.0,-3.0,27.0,0.0,6198.0
118,0.0,0.0,0.0,0.0,-3.0,751.0,0.0,6249.0
119,0.0,0.0,0.0,0.0,-3.0,27.0,0.0,6299.0
120,0.0,0.0,0.0,0.0,-3.0,45.0,0.0,6349.0
121,0.0,0.0,0.0,0.0,-3.0,53.0,0.0,6400.0
122,0.0,0.0,0.0,0.0,-3.0,36.0,0.0,6450.0
123,0.0,0.0,0.0,0.0,-3.0,126.0,0.0,6501.0
124,0.0,0.0,0.0,0.0,-3.0,27.0,0.0,6551.0
125,0.0,0.0,0.0,0.0,-3.0,44.0,0.0,6601.0
126,0.0,0.0,0.0,0.0,-3.0,45.0,0.0,6651.0
127,0.0,0.0,0.0,0.0,-3.0,36.0,0.0,6703.0
128,0.0,0.0,0.0,0.0,-3.0,17.0,0.0,6753.0
129,0.0,0.0,0.0,0.0,-3.0,53.0,0.0,6803.0
130,0.0,0.0,0.0,0.0,-3.0,27.0,0.0,6853.0
131,0.0,0.0,0.0,0.0,-3.0,18.0,0.0,6903.0
132,0.0,0.0,0.0,0.0,-3.0,399.0,0.0,6955.0
133,0.0,0.0,0.0,0.0,-3.0,36.0,0.0,7005.0
134,0.0,0.0,0.0,0.0,-3.0,17.0,0.0,7055.0
135,0.0,0.0,0.0,0.0,-3.0,53.0,0.0,7105.0
136,0.0,0.0,0.0,0.0,-3.0,17.0,0.0,7156.0
137,0.0,0.0,0.0,0.0,-3.0,36.0,0.0,7206.0
138,0.0,0.0,0.0,0.0,-4.0,687.0,0.0,7257.0
139,0.0,0.0,0.0,0.0,-3.0,27.0,0.0,7307.0
140,0.0,0.0,0.0,0.0,-3.0,8.0,0.0,7357.0
141,0.0,0.0,0.0,0.0,-4.0,761.0,0.0,7408.0
142,0.0,0.0,0.0,0.0,-3.0,36.0,0.0,7458.0
143,0.0,0.0,0.0,0.0,-3.0,44.0,0.0,7508.0
144,0.0,0.0,0.0,0.0,-3.0,65491.0,0.0,7560.0
145,0.0,0.0,0.0,0.0,-3.0,18.0,0.0,7610.0
146,0.0,0.0,0.0,0.0,-3.0,65526.0,0.0,7660.0
147,0.0,0.0,0.0,0.0,-3.0,543.0,0.0,7710.0
148,0.0,0.0,0.0,0.0,-3.0,36.0,0.0,7760.0
149,0.0,0.0,0.0,0.0,-2.0,272.0,0.0,7812.0
150,100.0,0.0,0.0,2000.0,-3.0,45.0,0.0,7862.0
151,100.0,0.0,10.0,1800.0,-3.0,326.0,0.0,7912.0
152,100.0,0.05,19.0,1610.0,-3.0,72.0,0.0,7963.0
153,100.0,0.14,27.05,1430.0,99.0,3773.0,0.0,8013.0
154,100.0,0.28,34.2,1259.95,814.0,1092.0,0.0,8064.0
155,100.0,0.45,40.5,1099.76,1711.0,65412.0,0.0,8115.0
156,100.0,0.65,46.0,949.28,2825.0,721.0,0.0,8165.0
157,100.0,0.88,50.74,808.35,4158.0,761.0,0.0,8215.0
158,100.0,1.14,54.79,676.77,5712.0,727.0,0.0,8265.0
159,100.0,1.41,58.17,554.31,7472.0,53.0,0.0,8315.0
160,100.0,1.7,60.94,440.71,9402.0,244.0,0.0,8367.0
161,100.0,2.01,63.15,335.69,11514.0,304.0,0.0,8417.0
162,100.0,2.32,64.82,238.98,13767.0,29.0,0.0,8467.0
163,100.0,2.65,66.02,150.26,16173.0,65297.0,0.0,8518.0
164,100.0,2.98,66.77,69.21,18696.0,181.0,0.0,8568.0
165,100.0,3.31,67.12,-4.48,21334.0,70.0,0.0,8619.0
166,100.0,3.65,67.09,-71.15,24063.0,65231.0,0.0,8669.0
167,100.0,3.98,66.74,-131.13,26889.0,65209.0,0.0,8719.0
168,100.0,4.32,66.08,-184.75,29775.0,432.0,0.0,8770.0
169,100.0,4.65,65.16,-232.36,32734.0,65326.0,0.0,8820.0
170,100.0,4.97,64.0,-274.28,35738.0,65075.0,0.0,8870.0
171,100.0,5.29,62.63,-310.85,38758.0,810.0,0.0,8921.0
172,100.0,5.6,61.07,-342.39,41840.0,65492.0,0.0,8972.0
173,100.0,5.91,59.36,-369.22,44875.0,5611.0,0.0,9022.0
174,100.0,6.21,57.51,-391.66,47994.0,64800.0,0.0,9072.0
175,100.0,6.49,55.55,-410.01,51017.0,3393.0,0.0,9122.0
176,100.0,6.77,53.5,-424.56,54102.0,64723.0,0.0,9174.0
177,100.0,7.04,51.38,-435.61,57083.0,3200.0,0.0,9224.0
178,100.0,7.3,49.2,-443.43,60087.0,65175.0,0.0,9274.0
179,100.0,7.54,46.99,-448.29,63585.0,64882.0,0.0,9324.0
180,100.0,7.78,44.75,-450.45,66442.0,188.0,0.0,9374.0
181,100.0,8.0,42.49,-450.15,69223.0,64596.0,0.0,9425.0
182,100.0,8.21,40.24,-447.63,71944.0,64135.0,0.0,9476.0
183,100.0,8.42,38.0,-443.11,74577.0,65332.0,0.0,9526.0
