Sample Number (10000 samples per second),LoadCell (),X1 (),X2 (),X3 (),EPOSPosition (),EPOSCurrent (),Encoder (),Time (ms)
0,0.0,0.0,0.0,0.0,-3.0,9.0,0.0,368.0
1,0.0,0.0,0.0,0.0,-3.0,27.0,0.0,418.0
2,0.0,0.0,0.0,0.0,-3.0,36.0,0.0,470.0
3,0.0,0.0,0.0,0.0,-3.0,65535.0,0.0,520.0
4,0.0,0.0,0.0,0.0,-3.0,64910.0,0.0,570.0
5,0.0,0.0,0.0,0.0,-3.0,515.0,0.0,620.0
6,0.0,0.0,0.0,0.0,-3.0,17.0,0.0,671.0
7,0.0,0.0,0.0,0.0,-3.0,45.0,0.0,721.0
8,0.0,0.0,0.0,0.0,-3.0,27.0,0.0,772.0
9,0.0,0.0,0.0,0.0,-3.0,36.0,0.0,822.0
10,0.0,0.0,0.0,0.0,-3.0,36.0,0.0,872.0
11,0.0,0.0,0.0,0.0,-3.0,27.0,0.0,923.0
12,0.0,0.0,0.0,0.0,-3.0,36.0,0.0,973.0
13,0.0,0.0,0.0,0.0,-5.0,399.0,0.0,1024.0
14,0.0,0.0,0.0,0.0,-3.0,53.0,0.0,1074.0
15,0.0,0.0,0.0,0.0,-3.0,36.0,0.0,1125.0
16,0.0,0.0,0.0,0.0,-3.0,63.0,0.0,1175.0
17,0.0,0.0,0.0,0.0,-4.0,381.0,0.0,1225.0
18,0.0,0.0,0.0,0.0,-3.0,90.0,0.0,1275.0
19,0.0,0.0,0.0,0.0,-3.0,81.0,0.0,1326.0
20,0.0,0.0,0.0,0.0,-3.0,226.0,0.0,1377.0
21,0.0,0.0,0.0,0.0,-3.0,72.0,0.0,1427.0
22,0.0,0.0,0.0,0.0,-3.0,99.0,0.0,1477.0
23,0.0,0.0,0.0,0.0,-3.0,63.0,0.0,1527.0
24,0.0,0.0,0.0,0.0,-3.0,72.0,0.0,1579.0
25,0.0,0.0,0.0,0.0,-3.0,53.0,0.0,1629.0
26,0.0,0.0,0.0,0.0,-4.0,1276.0,0.0,1679.0
27,0.0,0.0,0.0,0.0,-3.0,99.0,0.0,1729.0
28,0.0,0.0,0.0,0.0,-3.0,36.0,0.0,1780.0
29,0.0,0.0,0.0,0.0,-3.0,27.0,0.0,1830.0
30,0.0,0.0,0.0,0.0,-3.0,27.0,0.0,1881.0
31,0.0,0.0,0.0,0.0,-3.0,27.0,0.0,1931.0
32,0.0,0.0,0.0,0.0,-3.0,8.0,0.0,1981.0
33,0.0,0.0,0.0,0.0,-3.0,544.0,0.0,2032.0
34,0.0,0.0,0.0,0.0,-3.0,53.0,0.0,2082.0
35,0.0,0.0,0.0,0.0,-3.0,797.0,0.0,2132.0
36,0.0,0.0,0.0,0.0,-3.0,27.0,0.0,2184.0
37,0.0,0.0,0.0,0.0,-3.0,18.0,0.0,2234.0
