Sample Number (10000 samples per second),LoadCell (),X1 (),X2 (),X3 (),EPOSPosition (),EPOSCurrent (),Encoder (),Time (ms)
0,26.24,0.0,0.0,0.0,0.0,0.0,46416.0,320.0
1,26.97,0.0,0.0,0.0,93806.0,60469.0,46416.0,339.0
2,27.2,0.0,0.0,0.0,91324.0,60390.0,46416.0,390.0
3,27.09,0.0,0.0,0.0,88419.0,60775.0,46416.0,440.0
4,27.16,0.0,0.0,0.0,85129.0,63139.0,46416.0,491.0
5,27.08,0.0,0.0,0.0,81788.0,62875.0,46416.0,541.0
6,27.37,0.0,0.0,0.0,78464.0,62408.0,46416.0,591.0
7,27.14,0.0,0.0,0.0,75129.0,62383.0,46416.0,642.0
8,27.49,0.0,0.0,0.0,71796.0,62868.0,46416.0,693.0
9,27.43,0.0,0.0,0.0,68457.0,62846.0,46416.0,743.0
10,27.62,0.0,0.0,0.0,65124.0,62559.0,46416.0,793.0
11,27.73,0.0,0.0,0.0,61783.0,63518.0,46416.0,843.0
12,27.72,0.0,0.0,0.0,58450.0,62830.0,46416.0,894.0
13,27.75,0.0,0.0,0.0,54443.0,63010.0,46416.0,945.0
14,27.73,0.0,0.0,0.0,51110.0,62820.0,46416.0,995.0
15,27.68,0.0,0.0,0.0,47769.0,63667.0,46416.0,1045.0
16,27.57,0.0,0.0,0.0,44436.0,63018.0,46416.0,1095.0
17,27.51,0.0,0.0,0.0,41097.0,62932.0,46416.0,1146.0
18,27.38,0.0,0.0,0.0,37763.0,63742.0,46416.0,1197.0
19,27.41,0.0,0.0,0.0,34423.0,63025.0,46416.0,1247.0
20,27.48,0.0,0.0,0.0,31090.0,62935.0,46416.0,1297.0
21,27.39,0.0,0.0,0.0,27749.0,63565.0,46416.0,1348.0
22,27.32,0.0,0.0,0.0,24417.0,63048.0,46416.0,1398.0
23,27.48,0.0,0.0,0.0,21077.0,62482.0,46416.0,1448.0
24,27.42,0.0,0.0,0.0,17743.0,63688.0,46416.0,1499.0
25,27.36,0.0,0.0,0.0,14403.0,63066.0,46416.0,1549.0
26,27.22,0.0,0.0,0.0,11153.0,22.0,46416.0,1600.0
27,27.08,0.0,0.0,0.0,8329.0,387.0,46416.0,1650.0
28,27.25,0.0,0.0,0.0,5923.0,1111.0,46416.0,1700.0
29,27.23,0.0,0.0,0.0,3933.0,324.0,46416.0,1751.0
30,27.24,0.0,0.0,0.0,2353.0,655.0,46416.0,1801.0
31,27.11,0.0,0.0,0.0,1192.0,1044.0,46416.0,1852.0
32,27.22,0.0,0.0,0.0,445.0,1192.0,46416.0,1902.0
33,27.2,0.0,0.0,0.0,110.0,2178.0,46416.0,1952.0
34,27.45,0.0,0.0,0.0,108.0,130.0,46416.0,2002.0
35,27.47,0.0,0.0,0.0,106.0,65353.0,46416.0,2054.0
36,27.44,0.0,0.0,0.0,102.0,65406.0,46416.0,2104.0
37,27.5,0.0,0.0,0.0,100.0,325.0,46416.0,2154.0
38,27.45,0.0,0.0,0.0,98.0,65315.0,46416.0,2204.0
39,27.5,0.0,0.0,0.0,98.0,65198.0,46416.0,2255.0
40,27.49,0.0,0.0,0.0,98.0,65138.0,46416.0,2306.0
41,27.52,0.0,0.0,0.0,97.0,65265.0,46416.0,2356.0
42,27.46,0.0,0.0,0.0,97.0,65142.0,46416.0,2406.0
43,27.48,0.0,0.0,0.0,97.0,65158.0,46416.0,2456.0
44,27.48,0.0,0.0,0.0,97.0,65173.0,46416.0,2507.0
45,27.49,0.0,0.0,0.0,97.0,65190.0,46416.0,2557.0
46,27.48,0.0,0.0,0.0,97.0,65158.0,46416.0,2608.0
47,27.53,0.0,0.0,0.0,97.0,65169.0,46416.0,2658.0
48,27.54,0.0,0.0,0.0,97.0,54.0,46416.0,2708.0
49,27.52,0.0,0.0,0.0,97.0,65189.0,46416.0,2759.0
50,27.56,0.0,0.0,0.0,97.0,65171.0,46416.0,2809.0
51,27.54,0.0,0.0,0.0,97.0,65189.0,46416.0,2860.0
52,27.55,0.0,0.0,0.0,97.0,65187.0,46416.0,2910.0
53,27.55,0.0,0.0,0.0,97.0,65206.0,46416.0,2961.0
54,27.57,0.0,0.0,0.0,98.0,64553.0,46416.0,3011.0
55,27.59,0.0,0.0,0.0,97.0,65158.0,46416.0,3061.0
56,27.61,0.0,0.0,0.0,97.0,65296.0,46416.0,3111.0
57,27.62,0.0,0.0,0.0,97.0,65171.0,46416.0,3163.0
58,27.61,0.0,0.0,0.0,97.0,65201.0,46416.0,3213.0
59,27.63,0.0,0.0,0.0,97.0,65203.0,46416.0,3263.0
60,27.65,0.0,0.0,0.0,97.0,64852.0,46416.0,3313.0
61,27.61,0.0,0.0,0.0,97.0,65235.0,46416.0,3364.0
62,27.63,0.0,0.0,0.0,95.0,65464.0,46416.0,3415.0
63,27.69,0.0,0.0,0.0,97.0,65249.0,46416.0,3465.0
64,27.59,0.0,0.0,0.0,97.0,65235.0,46416.0,3515.0
65,27.69,0.0,0.0,0.0,97.0,65263.0,46416.0,3565.0
66,27.64,0.0,0.0,0.0,96.0,63.0,46416.0,3616.0
67,27.71,0.0,0.0,0.0,97.0,65249.0,46416.0,3666.0
68,27.63,0.0,0.0,0.0,97.0,65296.0,46416.0,3717.0
69,27.65,0.0,0.0,0.0,97.0,65281.0,46416.0,3767.0
70,27.69,0.0,0.0,0.0,97.0,65290.0,46416.0,3818.0
71,27.66,0.0,0.0,0.0,97.0,65510.0,46416.0,3868.0
72,27.67,0.0,0.0,0.0,97.0,64913.0,46416.0,3918.0
73,27.71,0.0,0.0,0.0,97.0,65325.0,46416.0,3969.0
74,27.68,0.0,0.0,0.0,97.0,65296.0,46416.0,4019.0
75,27.71,0.0,0.0,0.0,97.0,65325.0,46416.0,4070.0
76,27.67,0.0,0.0,0.0,97.0,64712.0,46416.0,4120.0
77,27.77,0.0,0.0,0.0,97.0,65309.0,46416.0,4170.0
78,27.65,0.0,0.0,0.0,96.0,65494.0,46416.0,4220.0
79,27.76,0.0,0.0,0.0,97.0,65357.0,46416.0,4272.0
80,27.72,0.0,0.0,0.0,97.0,31.0,46416.0,4322.0
81,27.77,0.0,0.0,0.0,99.0,65200.0,46416.0,4372.0
82,27.71,0.0,0.0,0.0,97.0,65201.0,46416.0,4422.0
83,27.7,0.0,0.0,0.0,97.0,65357.0,46416.0,4473.0
84,100.0,0.0,0.0,2000.0,97.0,65418.0,2227968.0,4524.0
85,100.0,0.0,10.0,1800.0,3.0,2218.0,1.06942464E8,4574.0
86,100.0,0.05,19.0,1610.0,4.2949673E9,467.0,8.3827098E8,4625.0
87,100.0,0.14,27.05,1430.0,158.0,3313.0,1.58230118E9,4675.0
88,100.0,0.28,34.2,1259.95,780.0,2324.0,2.9360128E9,4725.0
89,100.0,0.45,40.5,1099.76,1693.0,115.0,3.48966093E9,4775.0
90,100.0,0.65,46.0,949.28,2799.0,1210.0,0.0,4826.0
91,100.0,0.88,50.74,808.35,4139.0,1167.0,0.0,4876.0
92,100.0,1.14,54.79,676.77,5684.0,1288.0,0.0,4926.0
93,100.0,1.41,58.17,554.31,7434.0,118.0,0.0,4976.0
94,100.0,1.7,60.94,440.71,9377.0,499.0,0.0,5027.0
95,100.0,2.01,63.15,335.69,11474.0,426.0,0.0,5078.0
96,100.0,2.32,64.82,238.98,13740.0,64960.0,0.0,5128.0
97,100.0,2.65,66.02,150.26,16131.0,65534.0,0.0,5178.0
98,100.0,2.98,66.77,69.21,18661.0,65208.0,0.0,5229.0
99,100.0,3.31,67.12,-4.48,21290.0,143.0,0.0,5279.0
100,100.0,3.65,67.09,-71.15,24031.0,65170.0,0.0,5329.0
101,100.0,3.98,66.74,-131.13,26844.0,65320.0,0.0,5380.0
102,100.0,4.32,66.08,-184.75,29742.0,65349.0,0.0,5431.0
103,100.0,4.65,65.16,-232.36,32661.0,6537.0,0.0,5481.0
104,100.0,4.97,64.0,-274.28,35700.0,64881.0,0.0,5531.0
105,100.0,5.29,62.63,-310.85,38701.0,3831.0,0.0,5581.0
106,100.0,5.6,61.07,-342.39,41804.0,64513.0,0.0,5633.0
107,100.0,5.91,59.36,-369.22,44842.0,3396.0,0.0,5683.0
108,100.0,6.21,57.51,-391.66,47952.0,64664.0,0.0,5733.0
109,100.0,6.49,55.55,-410.01,50984.0,2105.0,0.0,5783.0
110,100.0,6.77,53.5,-424.56,54060.0,64445.0,0.0,5833.0
111,100.0,7.04,51.38,-435.61,57644.0,1699.0,0.0,5884.0
112,100.0,7.3,49.2,-443.43,60639.0,64504.0,0.0,5935.0
113,100.0,7.54,46.99,-448.29,63539.0,65302.0,0.0,5985.0
114,100.0,7.78,44.75,-450.45,66408.0,64185.0,0.0,6035.0
115,100.0,8.0,42.49,-450.15,69192.0,65085.0,0.0,6086.0
116,100.0,8.21,40.24,-447.63,71910.0,63832.0,0.0,6136.0
117,100.0,8.42,38.0,-443.11,74536.0,64011.0,0.0,6187.0
118,100.0,8.61,35.79,-436.8,77084.0,64507.0,0.0,6237.0
119,100.0,8.78,33.6,-428.91,79531.0,64662.0,0.0,6288.0
120,100.0,8.95,31.46,-419.62,81884.0,64041.0,0.0,6338.0
121,100.0,9.11,29.36,-409.12,84119.0,64322.0,0.0,6388.0
122,100.0,9.26,27.32,-397.57,86251.0,63922.0,0.0,6438.0
123,100.0,9.39,25.33,-385.13,88262.0,63916.0,0.0,6489.0
124,100.0,9.52,23.4,-371.95,90153.0,64301.0,0.0,6540.0
125,100.0,9.64,21.54,-358.16,91916.0,64502.0,0.0,6590.0
126,100.0,9.74,19.75,-343.88,93562.0,63580.0,0.0,6640.0
127,100.0,9.84,18.03,-329.25,95073.0,63947.0,0.0,6690.0
128,100.0,9.93,16.39,-314.36,96464.0,63919.0,0.0,6742.0
129,100.0,10.02,14.82,-299.31,97726.0,63096.0,0.0,6792.0
