Sample Number (10000 samples per second),LoadCell (),X1 (),X2 (),X3 (),EPOSPosition (),EPOSCurrent ()
1669,475.41,2.37,0.47,-18.74,23708.0,64943.0
1670,472.53,2.37,0.37,-76.29,23696.0,65015.0
1671,478.13,2.37,-0.01,66.39,23719.0,539.0
1672,477.11,2.37,0.32,12.84,23733.0,813.0
1673,471.84,2.38,0.39,-105.29,23734.0,261.0
1674,474.01,2.38,-0.14,-17.07,23756.0,334.0
1675,476.61,2.38,-0.22,46.23,23776.0,232.0
1676,470.67,2.38,0.01,-91.12,23766.0,44.0
1677,470.62,2.38,-0.45,-46.65,23758.0,64263.0
1678,476.38,2.37,-0.68,100.69,23757.0,65052.0
1679,477.5,2.37,-0.18,86.45,23724.0,976.0
1680,470.5,2.37,0.25,-93.1,23690.0,65531.0
1681,476.1,2.37,-0.21,60.21,23682.0,144.0
1682,479.98,2.37,0.09,112.0,23702.0,65247.0
1683,473.21,2.37,0.65,-81.19,23694.0,64113.0
1684,475.29,2.37,0.24,-12.02,23697.0,65003.0
1685,477.5,2.37,0.18,33.41,23732.0,64714.0
1686,476.01,2.38,0.35,-16.79,23735.0,310.0
1687,473.06,2.38,0.27,-74.28,23747.0,487.0
1688,472.33,2.38,-0.11,-57.06,23773.0,64148.0
1689,476.79,2.38,-0.39,62.78,23783.0,7.0
1690,471.2,2.38,-0.08,-72.62,23779.0,65104.0
1691,469.49,2.38,-0.44,-68.95,23756.0,64891.0
1692,476.1,2.37,-0.78,106.37,23753.0,64865.0
1693,474.29,2.37,-0.25,32.78,23725.0,65120.0
1694,479.39,2.37,-0.09,123.48,23679.0,994.0
1695,470.89,2.37,0.53,-106.55,23675.0,64652.0
1696,478.27,2.37,-0.0,83.76,23672.0,65267.0
1697,479.11,2.37,0.41,58.81,23702.0,18.0
1698,473.94,2.37,0.71,-82.37,23700.0,65411.0
1699,475.8,2.38,0.3,-18.13,23719.0,200.0
1700,475.71,2.38,0.21,-16.77,23761.0,64389.0
1701,477.07,2.38,0.12,14.61,23769.0,246.0
1702,471.92,2.38,0.2,-98.14,23782.0,549.0
1703,473.14,2.38,-0.3,-28.43,23787.0,61.0
1704,476.42,2.38,-0.44,57.31,23793.0,591.0
1705,468.75,2.38,-0.15,-116.13,23786.0,64166.0
1706,473.61,2.38,-0.73,42.18,23760.0,64992.0
1707,474.5,2.37,-0.52,53.53,23755.0,64809.0
1708,475.77,2.37,-0.25,62.69,23707.0,507.0
1709,474.42,2.37,0.06,9.29,23680.0,1353.0
1710,473.5,2.37,0.11,-15.01,23674.0,65044.0
1711,478.71,2.37,0.03,94.64,23677.0,65307.0
1712,475.75,2.37,0.5,-12.52,23681.0,65301.0
1713,473.35,2.37,0.44,-64.33,23683.0,436.0
1714,476.92,2.37,0.12,30.38,23716.0,401.0
1715,477.29,2.37,0.27,20.16,23735.0,850.0
1716,472.43,2.38,0.37,-92.6,23738.0,492.0
1717,472.84,2.38,-0.09,-45.59,23759.0,65103.0
1718,477.92,2.38,-0.32,80.72,23777.0,740.0
1719,472.37,2.38,0.09,-64.48,23769.0,65480.0
1720,470.03,2.38,-0.24,-80.65,23757.0,63503.0
1721,478.49,2.38,-0.64,133.5,23758.0,65086.0
1722,475.65,2.37,0.03,22.91,23742.0,65144.0
1723,475.16,2.37,0.14,1.11,23706.0,706.0
1724,475.27,2.37,0.15,-0.21,23709.0,125.0
1725,479.72,2.37,0.15,85.98,23718.0,235.0
1726,477.79,2.37,0.58,1.38,23729.0,109.0
1727,474.37,2.38,0.58,-79.19,23733.0,1042.0
1728,472.37,2.38,0.19,-91.22,23772.0,64374.0
1729,477.39,2.38,-0.27,51.07,23801.0,64932.0
1730,473.33,2.38,-0.01,-50.44,23806.0,519.0
1731,467.01,2.38,-0.27,-151.39,23791.0,64362.0
1732,475.16,2.38,-1.02,92.61,23790.0,65531.0
1733,474.31,2.37,-0.56,49.74,23777.0,64897.0
1734,476.59,2.37,-0.31,81.78,23718.0,1947.0
1735,470.89,2.37,0.1,-66.98,23689.0,690.0
1736,475.49,2.37,-0.24,56.63,23678.0,64910.0
1737,478.87,2.37,0.05,100.59,23682.0,337.0
1738,473.67,2.37,0.55,-54.61,23676.0,65354.0
1739,476.82,2.37,0.28,24.59,23677.0,65354.0
1740,477.35,2.37,0.4,17.35,23707.0,264.0
1741,477.02,2.37,0.49,-5.9,23720.0,811.0
1742,473.03,2.38,0.46,-92.42,23737.0,848.0
1743,473.62,2.38,-0.01,-43.48,23765.0,632.0
1744,476.63,2.38,-0.22,38.53,23789.0,521.0
1745,472.04,2.38,-0.03,-68.06,23788.0,65199.0
1746,471.08,2.38,-0.37,-52.68,23777.0,625.0
1747,474.85,2.38,-0.63,56.47,23773.0,65242.0
1748,472.82,2.37,-0.35,0.31,23753.0,63967.0
1749,474.63,2.37,-0.35,43.28,23714.0,997.0
1750,471.96,2.37,-0.13,-24.63,23702.0,64717.0
1751,476.86,2.37,-0.26,88.22,23683.0,65164.0
1752,475.68,2.37,0.18,25.65,23678.0,65389.0
1753,472.95,2.37,0.31,-45.42,23668.0,64164.0
1754,478.32,2.37,0.09,78.37,23673.0,957.0
1755,477.88,2.37,0.48,28.64,23689.0,145.0
1756,473.9,2.37,0.62,-74.81,23695.0,170.0
1757,475.69,2.38,0.25,-13.88,23727.0,64718.0
1758,474.06,2.38,0.18,-44.61,23760.0,63177.0
1759,475.48,2.38,-0.05,2.55,23765.0,170.0
1760,472.8,2.38,-0.03,-51.4,23769.0,853.0
1761,473.03,2.38,-0.29,-20.39,23769.0,446.0
1762,475.3,2.38,-0.39,41.01,23768.0,297.0
1763,472.56,2.37,-0.19,-26.53,23759.0,65200.0
1764,475.41,2.37,-0.32,47.59,23733.0,64956.0
1765,474.41,2.37,-0.08,10.13,23726.0,65258.0
1766,476.57,2.37,-0.03,49.85,23707.0,65280.0
1767,475.62,2.37,0.22,6.61,23705.0,65160.0
1768,474.68,2.37,0.25,-19.83,23704.0,65007.0
1769,477.26,2.37,0.15,36.56,23710.0,598.0
1770,473.84,2.37,0.34,-53.12,23726.0,112.0
1771,475.09,2.38,0.07,-8.23,23735.0,64297.0
1772,474.9,2.38,0.03,-9.36,23756.0,65151.0
1773,472.86,2.38,-0.02,-46.0,23759.0,65264.0
1774,473.26,2.38,-0.25,-14.61,23759.0,64913.0
1775,473.91,2.37,-0.32,10.5,23759.0,64848.0
1776,472.16,2.37,-0.27,-23.14,23741.0,64897.0
1777,474.23,2.37,-0.38,35.04,23725.0,65006.0
1778,474.21,2.37,-0.21,24.89,23710.0,65426.0
1779,475.36,2.37,-0.08,39.58,23693.0,64833.0
1780,475.97,2.37,0.11,33.84,23681.0,65327.0
1781,477.72,2.37,0.28,49.48,23678.0,65405.0
1782,476.04,2.37,0.53,-14.44,23682.0,507.0
1783,472.93,2.37,0.46,-80.06,23702.0,65007.0
1784,476.06,2.38,0.06,13.55,23732.0,65034.0
1785,475.57,2.38,0.12,-4.15,23754.0,64995.0
1786,472.13,2.38,0.1,-73.4,23755.0,65351.0
1787,473.44,2.38,-0.26,-12.63,23760.0,65072.0
1788,474.43,2.38,-0.33,18.68,23762.0,599.0
1789,471.73,2.37,-0.23,-38.05,23753.0,64978.0
1790,473.7,2.37,-0.42,24.94,23731.0,64897.0
1791,473.12,2.37,-0.3,9.38,23719.0,181.0
1792,473.4,2.37,-0.25,16.27,23701.0,64819.0
1793,474.76,2.37,-0.17,40.27,23682.0,14.0
1794,474.31,2.37,0.03,14.71,23672.0,65194.0
1795,476.38,2.37,0.1,47.96,23664.0,126.0
1796,476.26,2.37,0.34,19.48,23665.0,65197.0
1797,475.58,2.37,0.44,-10.63,23671.0,64986.0
1798,478.1,2.37,0.39,36.22,23687.0,973.0
1799,476.17,2.37,0.57,-28.34,23712.0,357.0
1800,474.07,2.38,0.43,-67.44,23732.0,583.0
1801,469.96,2.38,0.09,-124.59,23767.0,63883.0
1802,477.67,2.38,-0.53,90.06,23786.0,427.0
1803,473.81,2.38,-0.08,-21.5,23787.0,65326.0
1804,470.22,2.38,-0.19,-80.84,23757.0,65148.0
1805,476.6,2.38,-0.59,90.91,23758.0,64832.0
1806,475.85,2.37,-0.14,42.4,23745.0,64302.0
1807,474.18,2.37,0.07,-9.56,23705.0,1982.0
1808,473.7,2.37,0.03,-15.71,23706.0,676.0
1809,478.39,2.37,-0.05,85.33,23709.0,65277.0
1810,476.91,2.37,0.37,14.2,23713.0,64994.0
1811,473.78,2.37,0.44,-63.1,23711.0,386.0
1812,476.34,2.38,0.13,10.74,23731.0,445.0
1813,474.32,2.38,0.18,-37.48,23756.0,65304.0
1814,474.11,2.38,-0.0,-26.73,23762.0,64156.0
1815,472.19,2.38,-0.14,-51.62,23766.0,813.0
1816,472.42,2.38,-0.4,-18.39,23767.0,227.0
1817,472.21,2.37,-0.49,-5.44,23762.0,65411.0
1818,472.57,2.37,-0.52,14.27,23740.0,64659.0
1819,472.7,2.37,-0.44,20.01,23712.0,64923.0
1820,476.38,2.37,-0.34,92.37,23688.0,389.0
1821,473.56,2.37,0.12,-3.25,23663.0,65377.0
1822,474.39,2.37,0.1,12.55,23650.0,64855.0
1823,479.56,2.37,0.16,107.73,23653.0,47.0
1824,478.75,2.37,0.7,34.38,23657.0,65430.0
1825,474.51,2.37,0.87,-81.58,23671.0,83.0
1826,474.12,2.38,0.47,-66.15,23714.0,63993.0
1827,476.08,2.38,0.14,-3.26,23759.0,62967.0
1828,475.81,2.38,0.12,-9.65,23780.0,65467.0
1829,470.3,2.38,0.07,-117.6,23781.0,65310.0
1830,473.7,2.38,-0.52,7.79,23784.0,65515.0
1831,475.17,2.38,-0.48,43.75,23787.0,76.0
1832,471.76,2.37,-0.26,-36.76,23759.0,65518.0
1833,473.06,2.37,-0.44,12.78,23734.0,1106.0
1834,473.69,2.37,-0.38,27.76,23726.0,64079.0
1835,474.12,2.37,-0.24,30.12,23703.0,64795.0
1836,474.51,2.37,-0.09,27.72,23680.0,65040.0
1837,475.07,2.37,0.05,26.71,23672.0,64915.0
1838,476.87,2.37,0.18,48.31,23670.0,64719.0
1839,474.92,2.37,0.42,-18.33,23670.0,64983.0
1840,475.79,2.37,0.33,-0.33,23676.0,65385.0
1841,475.0,2.37,0.33,-22.54,23702.0,65343.0
1842,475.51,2.37,0.22,-7.79,23716.0,442.0
1843,474.93,2.38,0.18,-19.81,23733.0,539.0
1844,473.83,2.38,0.08,-35.48,23744.0,161.0
1845,475.33,2.38,-0.1,10.49,23759.0,126.0
1846,474.72,2.38,-0.04,-5.01,23761.0,65194.0
1847,473.63,2.38,-0.07,-23.27,23758.0,64990.0
1848,475.0,2.38,-0.19,17.19,23756.0,65386.0
1849,475.73,2.37,-0.1,26.91,23748.0,99.0
1850,473.91,2.37,0.03,-21.13,23733.0,2.0
1851,474.95,2.37,-0.07,9.6,23733.0,64038.0
1852,477.6,2.37,-0.02,59.17,23732.0,124.0
1853,474.56,2.37,0.27,-30.6,23731.0,65507.0
1854,474.8,2.38,0.12,-16.11,23731.0,64745.0
1855,477.47,2.38,0.04,42.98,23740.0,1750.0
1856,473.01,2.38,0.25,-68.5,23748.0,433.0
1857,473.38,2.38,-0.09,-31.95,23756.0,65403.0
1858,475.49,2.38,-0.25,28.15,23764.0,313.0
1859,470.95,2.38,-0.11,-71.93,23762.0,65425.0
1860,471.03,2.37,-0.47,-32.06,23751.0,64928.0
1861,474.76,2.37,-0.63,67.76,23739.0,330.0
1862,472.47,2.37,-0.29,0.7,23714.0,65075.0
1863,475.88,2.37,-0.29,74.31,23682.0,65333.0
1864,473.92,2.37,0.09,3.71,23674.0,64524.0
1865,477.41,2.37,0.11,69.92,23657.0,65284.0
1866,478.31,2.37,0.45,50.83,23659.0,147.0
1867,476.19,2.37,0.71,-26.04,23668.0,65017.0
1868,476.47,2.37,0.58,-21.58,23694.0,294.0
1869,476.22,2.38,0.47,-27.49,23734.0,65353.0
1870,472.04,2.38,0.33,-106.75,23762.0,64408.0
1871,474.64,2.38,-0.2,-7.9,23784.0,65324.0
1872,475.49,2.38,-0.24,16.91,23795.0,1340.0
1873,468.81,2.38,-0.16,-120.23,23788.0,65359.0
1874,472.86,2.38,-0.76,24.01,23779.0,65151.0
1875,474.02,2.37,-0.64,50.24,23765.0,65453.0
1876,475.67,2.37,-0.39,70.9,23719.0,1807.0
1877,473.46,2.37,-0.03,-1.12,23687.0,1029.0
1878,474.19,2.37,-0.04,14.65,23675.0,64793.0
1879,487.69,2.37,0.04,278.08,23675.0,65227.0
1880,473.98,2.37,1.43,-135.89,23674.0,65103.0
1881,463.85,2.38,0.75,-298.96,23674.0,65291.0
1882,471.56,2.38,-0.75,-10.26,23745.0,63427.0
1883,482.43,2.38,-0.8,227.21,23791.0,65262.0
1884,470.52,2.37,0.34,-108.68,23742.0,54.0
1885,463.52,2.37,-0.21,-201.0,23704.0,64476.0
1886,476.37,2.37,-1.21,160.48,23724.0,374.0
1887,475.67,2.37,-0.41,90.49,23712.0,65313.0
1888,475.12,2.36,0.04,42.34,23644.0,1366.0
1889,468.92,2.36,0.26,-103.57,23628.0,64592.0
1890,481.17,2.37,-0.26,187.93,23629.0,403.0
1891,479.49,2.36,0.68,65.67,23650.0,76.0
1892,472.47,2.37,1.01,-121.1,23640.0,64967.0
1893,477.51,2.37,0.4,20.08,23673.0,65228.0
1894,475.55,2.37,0.5,-37.12,23727.0,63579.0
1895,479.41,2.38,0.32,48.6,23739.0,1136.0
1896,472.79,2.38,0.56,-114.37,23767.0,481.0
1897,476.41,2.38,-0.01,4.01,23783.0,464.0
1898,475.04,2.38,0.01,-25.0,23814.0,64617.0
1899,474.23,2.38,-0.12,-28.83,23812.0,65238.0
1900,473.7,2.38,-0.26,-22.8,23811.0,65376.0
1901,473.17,2.38,-0.38,-16.73,23799.0,298.0
1902,471.98,2.38,-0.46,-24.58,23786.0,64943.0
1903,473.87,2.38,-0.58,34.78,23766.0,64913.0
1904,473.49,2.37,-0.41,21.35,23744.0,65437.0
1905,475.2,2.37,-0.3,53.2,23708.0,1140.0
1906,472.28,2.37,-0.04,-25.75,23695.0,65105.0
1907,473.83,2.37,-0.17,18.82,23678.0,64910.0
1908,476.7,2.37,-0.07,69.99,23677.0,65524.0
1909,473.26,2.37,0.28,-32.41,23673.0,65211.0
1910,474.15,2.37,0.12,-3.97,23673.0,64847.0
1911,477.52,2.37,0.1,63.23,23678.0,243.0
1912,474.81,2.37,0.41,-24.55,23682.0,267.0
1913,475.05,2.37,0.29,-15.72,23688.0,386.0
1914,477.03,2.37,0.21,25.96,23717.0,1287.0
1915,477.12,2.37,0.34,10.51,23730.0,598.0
1916,474.92,2.38,0.39,-45.53,23736.0,888.0
1917,474.51,2.38,0.17,-38.99,23760.0,65502.0
1918,478.94,2.38,-0.03,65.9,23779.0,65407.0
1919,478.03,2.38,0.3,15.23,23786.0,65008.0
1920,473.93,2.38,0.38,-80.39,23785.0,65234.0
1921,478.83,2.38,-0.02,50.29,23793.0,938.0
1922,476.33,2.38,0.23,-24.41,23818.0,340.0
1923,472.75,2.38,0.1,-88.29,23817.0,65288.0
1924,475.17,2.38,-0.34,2.21,23825.0,328.0
1925,475.05,2.38,-0.33,5.44,23830.0,438.0
1926,471.27,2.38,-0.3,-66.49,23817.0,64097.0
1927,473.22,2.38,-0.63,11.88,23799.0,198.0
1928,471.38,2.38,-0.57,-18.34,23783.0,65181.0
1929,473.56,2.37,-0.66,45.9,23747.0,841.0
1930,471.94,2.37,-0.43,3.81,23714.0,1102.0
1931,474.9,2.37,-0.41,69.79,23679.0,1832.0
1932,473.35,2.37,-0.07,12.23,23667.0,64009.0
1933,472.19,2.37,-0.0,-15.83,23648.0,64900.0
1934,475.95,2.36,-0.08,67.43,23646.0,64910.0
1935,475.41,2.36,0.25,24.48,23645.0,65032.0
1936,474.39,2.37,0.38,-13.2,23642.0,63611.0
1937,478.85,2.37,0.31,75.26,23649.0,65164.0
1938,476.26,2.37,0.69,-20.55,23668.0,72.0
1939,477.52,2.37,0.58,1.36,23681.0,547.0
1940,473.76,2.38,0.59,-86.23,23726.0,64884.0
1941,478.51,2.38,0.16,40.07,23758.0,65389.0
1942,474.79,2.38,0.36,-57.59,23786.0,65215.0
1943,476.66,2.38,0.07,1.57,23787.0,91.0
1944,475.87,2.38,0.08,-16.52,23806.0,232.0
1945,475.84,2.38,-0.0,-10.48,23812.0,65174.0
1946,475.86,2.38,-0.06,-4.69,23814.0,168.0
1947,474.73,2.38,-0.08,-23.85,23814.0,65349.0
1948,474.97,2.38,-0.2,-5.52,23812.0,421.0
1949,474.67,2.38,-0.23,-4.88,23808.0,65061.0
1950,473.01,2.38,-0.25,-31.13,23791.0,110.0
1951,472.25,2.38,-0.41,-25.63,23783.0,64953.0
1952,474.4,2.38,-0.53,38.31,23770.0,65528.0
1953,473.17,2.37,-0.34,5.14,23748.0,65300.0
1954,472.89,2.37,-0.32,3.81,23718.0,851.0
1955,472.17,2.37,-0.3,-6.03,23705.0,50.0
1956,474.15,2.37,-0.33,42.42,23690.0,65228.0
1957,470.62,2.37,-0.12,-42.66,23676.0,64688.0
1958,473.5,2.37,-0.33,38.43,23657.0,65356.0
1959,475.03,2.36,-0.14,56.45,23655.0,65456.0
1960,473.42,2.36,0.14,-1.28,23637.0,64872.0
1961,475.08,2.36,0.14,29.68,23627.0,660.0
1962,477.43,2.37,0.29,59.08,23637.0,132.0
1963,476.58,2.37,0.58,6.95,23647.0,65364.0
1964,477.6,2.37,0.62,12.05,23659.0,357.0
1965,475.97,2.37,0.68,-38.89,23694.0,65498.0
1966,476.88,2.38,0.48,-14.7,23727.0,197.0
1967,475.16,2.38,0.41,-51.5,23761.0,64961.0
1968,475.91,2.38,0.15,-18.86,23783.0,65388.0
1969,476.67,2.38,0.06,2.78,23798.0,529.0
1970,474.59,2.38,0.07,-41.48,23805.0,420.0
1971,474.53,2.38,-0.14,-23.29,23813.0,90.0
1972,474.12,2.38,-0.25,-17.11,23815.0,65040.0
1973,473.32,2.38,-0.34,-19.55,23808.0,65195.0
1974,472.93,2.38,-0.44,-10.72,23790.0,64912.0
1975,473.49,2.38,-0.49,14.42,23773.0,65432.0
1976,474.05,2.37,-0.42,28.23,23751.0,65261.0
1977,474.21,2.37,-0.28,25.67,23725.0,70.0
1978,472.43,2.37,-0.15,-17.26,23705.0,262.0
1979,473.83,2.37,-0.23,22.24,23695.0,65010.0
1980,473.83,2.37,-0.12,15.96,23683.0,65494.0
1981,471.5,2.37,-0.04,-36.25,23676.0,64766.0
1982,473.26,2.37,-0.22,17.87,23672.0,65456.0
1983,475.89,2.37,-0.13,66.05,23670.0,64147.0
1984,473.66,2.37,0.2,-8.72,23653.0,64805.0
1985,473.51,2.37,0.15,-11.31,23649.0,65086.0
1986,476.94,2.37,0.1,59.82,23654.0,108.0
1987,476.66,2.37,0.39,22.39,23662.0,1442.0
1988,475.11,2.37,0.51,-27.65,23675.0,65243.0
1989,476.26,2.37,0.37,-0.85,23693.0,613.0
1990,477.95,2.37,0.36,25.91,23722.0,65500.0
1991,477.07,2.38,0.49,-11.81,23735.0,589.0
1992,475.16,2.38,0.43,-54.11,23757.0,65.0
1993,479.37,2.38,0.16,48.49,23784.0,261.0
1994,477.43,2.38,0.41,-17.69,23803.0,186.0
1995,474.54,2.38,0.32,-74.89,23811.0,65423.0
1996,474.83,2.39,-0.06,-38.02,23830.0,492.0
1997,477.86,2.38,-0.25,42.77,23842.0,1244.0
1998,470.99,2.38,-0.03,-111.01,23842.0,32.0
1999,471.27,2.38,-0.59,-49.39,23831.0,64984.0
2000,475.45,2.38,-0.84,70.66,23828.0,36.0
2001,474.5,2.38,-0.48,33.1,23792.0,574.0
2002,473.14,2.37,-0.32,-1.09,23750.0,1093.0
2003,472.7,2.37,-0.32,-2.88,23728.0,756.0
2004,474.04,2.37,-0.34,31.79,23712.0,65003.0
2005,473.75,2.37,-0.18,16.84,23701.0,65001.0
2006,472.43,2.37,-0.09,-14.51,23679.0,65330.0
2007,471.63,2.37,-0.17,-21.44,23674.0,65013.0
2008,477.64,2.37,-0.27,112.92,23671.0,64951.0
2009,473.94,2.37,0.29,-12.21,23660.0,65245.0
2010,470.95,2.37,0.23,-71.62,23648.0,64326.0
2011,479.1,2.37,-0.13,122.58,23659.0,71.0
2012,476.0,2.37,0.49,1.74,23673.0,50.0
2013,472.44,2.37,0.49,-80.08,23671.0,64633.0
2014,477.29,2.37,0.09,47.14,23694.0,966.0
2015,475.82,2.37,0.33,-7.67,23720.0,65504.0
2016,474.8,2.37,0.29,-30.96,23722.0,65511.0
2017,475.43,2.38,0.14,-8.63,23735.0,1070.0
2018,475.24,2.38,0.09,-10.9,23756.0,65130.0
2019,479.71,2.38,0.04,82.21,23761.0,167.0
2020,477.46,2.38,0.45,-4.76,23763.0,575.0
2021,475.0,2.38,0.43,-60.63,23765.0,269.0
2022,476.47,2.38,0.12,-9.32,23791.0,64946.0
2023,476.18,2.38,0.08,-13.05,23814.0,13.0
2024,474.67,2.38,0.01,-38.22,23818.0,92.0
2025,473.81,2.38,-0.18,-36.5,23819.0,357.0
2026,474.36,2.38,-0.36,-3.58,23820.0,122.0
2027,472.39,2.38,-0.38,-34.01,23815.0,65039.0
2028,473.36,2.38,-0.55,10.02,23792.0,65300.0
2029,471.1,2.38,-0.5,-29.23,23771.0,64999.0
2030,469.35,2.37,-0.65,-39.58,23742.0,71.0
2031,474.79,2.37,-0.84,101.92,23719.0,65441.0
2032,478.15,2.37,-0.33,135.07,23682.0,65496.0
2033,473.84,2.36,0.34,-11.93,23640.0,65464.0
2034,472.18,2.37,0.28,-45.99,23626.0,65148.0
2035,477.23,2.37,0.05,72.47,23648.0,45.0
2036,479.13,2.37,0.41,73.08,23659.0,1794.0
2037,472.54,2.37,0.78,-103.45,23663.0,589.0
2038,476.92,2.37,0.26,20.3,23685.0,1116.0
2039,471.69,2.37,0.36,-99.68,23733.0,63977.0
2040,478.02,2.38,-0.14,69.48,23740.0,64805.0
2041,476.06,2.38,0.21,-1.7,23760.0,61.0
2042,471.68,2.38,0.2,-92.85,23757.0,63779.0
2043,478.7,2.38,-0.26,90.05,23759.0,65503.0
2044,475.99,2.38,0.19,-3.99,23765.0,330.0
2045,472.16,2.38,0.17,-82.32,23758.0,65054.0
2046,479.17,2.38,-0.24,95.52,23763.0,231.0
2047,476.86,2.38,0.24,6.39,23772.0,685.0
2048,470.22,2.38,0.27,-134.36,23765.0,63649.0
2049,478.98,2.38,-0.4,102.83,23773.0,733.0
2050,477.79,2.38,0.11,35.6,23788.0,1171.0
2051,469.73,2.38,0.29,-145.64,23766.0,79.0
2052,474.53,2.38,-0.44,17.53,23770.0,364.0
2053,478.21,2.38,-0.35,91.21,23787.0,918.0
2054,468.66,2.38,0.1,-138.42,23766.0,64821.0
2055,470.4,2.38,-0.59,-36.46,23749.0,65107.0
2056,477.48,2.37,-0.77,135.21,23757.0,63999.0
2057,471.37,2.37,-0.1,-39.23,23717.0,65194.0
2058,474.19,2.37,-0.29,38.6,23677.0,65137.0
2059,475.19,2.37,-0.1,45.18,23677.0,18.0
2060,473.7,2.37,0.13,-5.13,23666.0,65091.0
2061,474.76,2.37,0.1,16.06,23658.0,65467.0
2062,476.32,2.37,0.18,37.11,23666.0,360.0
2063,475.28,2.37,0.37,-5.95,23672.0,65427.0
2064,476.91,2.37,0.34,22.4,23679.0,139.0
2065,475.15,2.37,0.45,-30.86,23703.0,186.0
2066,475.99,2.37,0.3,-7.59,23718.0,1037.0
2067,474.4,2.38,0.26,-41.48,23739.0,815.0
2068,475.19,2.38,0.05,-10.18,23757.0,65420.0
2069,476.4,2.38,-0.0,18.13,23768.0,252.0
2070,473.61,2.38,0.09,-46.76,23768.0,139.0
2071,475.0,2.38,-0.14,2.73,23768.0,699.0
2072,475.45,2.38,-0.13,13.22,23772.0,450.0
2073,474.07,2.38,-0.06,-18.55,23767.0,222.0
2074,474.15,2.38,-0.16,-6.4,23763.0,65189.0
2075,476.03,2.38,-0.19,37.64,23760.0,65247.0
2076,473.46,2.37,-0.0,-28.75,23752.0,64616.0
2077,473.34,2.37,-0.14,-16.78,23735.0,65012.0
2078,476.23,2.37,-0.23,52.25,23734.0,109.0
2079,471.17,2.37,0.03,-70.55,23731.0,535.0
2080,473.67,2.37,-0.32,14.11,23722.0,65226.0
2081,475.34,2.37,-0.25,46.82,23724.0,65070.0
2082,469.85,2.37,-0.01,-81.35,23706.0,65174.0
2083,472.87,2.37,-0.42,19.95,23691.0,65201.0
2084,475.18,2.37,-0.32,64.61,23691.0,65331.0
2085,471.28,2.37,0.0,-39.23,23670.0,65156.0
2086,473.23,2.37,-0.19,19.35,23652.0,65318.0
2087,477.39,2.37,-0.1,96.68,23652.0,46.0
2088,473.54,2.36,0.39,-26.55,23648.0,65039.0
2089,475.08,2.37,0.25,9.67,23644.0,64965.0
2090,479.45,2.37,0.3,87.22,23655.0,1080.0
2091,475.95,2.37,0.74,-32.35,23672.0,65518.0
2092,478.21,2.37,0.58,14.17,23686.0,497.0
2093,473.95,2.38,0.65,-89.61,23731.0,65202.0
2094,476.3,2.38,0.2,-10.56,23762.0,64774.0
2095,474.59,2.38,0.15,-43.57,23794.0,64998.0
2096,475.76,2.38,-0.07,-1.26,23794.0,796.0
2097,474.65,2.38,-0.08,-21.32,23802.0,1066.0
2098,473.87,2.38,-0.19,-24.64,23800.0,424.0
2099,474.03,2.38,-0.31,-5.56,23796.0,280.0
2100,472.57,2.38,-0.34,-25.64,23789.0,65278.0
2101,473.45,2.38,-0.46,11.4,23771.0,65519.0
2102,472.93,2.37,-0.41,4.73,23757.0,64786.0
2103,478.45,2.37,-0.38,120.9,23727.0,64827.0
2104,472.77,2.37,0.22,-45.46,23706.0,65129.0
2105,474.87,2.37,-0.01,14.74,23686.0,65358.0
2106,476.99,2.37,0.07,49.87,23701.0,65248.0
2107,474.76,2.37,0.32,-20.84,23702.0,65250.0
2108,473.06,2.37,0.21,-50.76,23705.0,65342.0
2109,476.01,2.37,-0.04,29.27,23721.0,379.0
2110,475.49,2.37,0.1,5.2,23731.0,65278.0
2111,471.61,2.37,0.13,-77.14,23730.0,65446.0
2112,475.4,2.37,-0.26,34.55,23733.0,65033.0
2113,476.15,2.37,-0.08,37.46,23737.0,552.0
2114,472.89,2.37,0.1,-44.76,23731.0,65278.0
2115,475.62,2.37,-0.12,30.08,23728.0,65260.0
2116,476.34,2.37,0.03,31.86,23730.0,65415.0
2117,473.81,2.37,0.19,-35.4,23725.0,646.0
2118,476.67,2.37,0.01,35.76,23726.0,65152.0
2119,478.14,2.37,0.19,46.97,23731.0,108.0
2120,473.79,2.38,0.43,-67.32,23732.0,245.0
2121,477.32,2.38,0.09,28.39,23743.0,641.0
2122,475.61,2.38,0.23,-21.8,23771.0,342.0
2123,472.62,2.38,0.12,-75.39,23772.0,285.0
2124,654.3,2.38,-0.25,3593.31,4.2949673E9,110.0
2125,626.74,2.38,17.71,1250.61,166.0,4208.0
2126,623.3,2.47,23.97,202.21,799.0,4006.0
2127,623.11,2.59,24.98,-381.91,1849.0,4097.0
2128,612.76,2.71,23.07,-897.63,3307.0,4150.0
2129,628.17,2.83,18.58,-601.97,5184.0,4663.0
2130,617.44,2.92,15.57,-887.08,7473.0,5203.0
2131,600.52,3.0,11.13,-1093.31,10186.0,4993.0
2132,593.11,3.05,5.67,-917.59,13309.0,6319.0
2133,597.16,3.08,1.08,-491.29,16676.0,2672.0
2134,469.85,3.09,-1.38,-2813.27,19901.0,214.0
2135,167.75,3.08,-15.44,-7421.11,22706.0,57.0
2136,157.13,3.0,-52.55,-3614.12,25094.0,262.0
2137,167.74,2.74,-70.62,-543.99,27076.0,65269.0
2138,374.3,2.39,-73.34,5271.71,28641.0,64999.0
