Sample Number (10000 samples per second),LoadCell (),X1 (),X2 (),X3 (),EPOSPosition (),EPOSCurrent ()
1198,469.07,2.38,0.16,-170.6,23833.0,65154.0
1199,475.18,2.38,-0.69,33.69,23836.0,651.0
1200,479.76,2.38,-0.52,122.25,23841.0,299.0
1201,474.18,2.38,0.09,-40.12,23800.0,1699.0
1202,475.33,2.38,-0.11,1.24,23779.0,64847.0
1203,480.37,2.38,-0.1,103.59,23785.0,65373.0
1204,473.96,2.38,0.41,-74.31,23781.0,65037.0
1205,475.62,2.38,0.04,-12.22,23775.0,64998.0
1206,478.84,2.38,-0.02,57.39,23791.0,811.0
1207,477.13,2.38,0.27,-5.1,23792.0,817.0
1208,471.59,2.38,0.24,-118.77,23793.0,497.0
1209,477.5,2.38,-0.35,54.01,23813.0,159.0
1210,476.91,2.38,-0.08,22.32,23821.0,911.0
1211,470.59,2.38,0.03,-113.64,23808.0,65114.0
1212,473.28,2.38,-0.54,-3.68,23802.0,15.0
1213,476.61,2.38,-0.56,75.5,23800.0,65321.0
1214,475.02,2.38,-0.18,17.11,23767.0,65412.0
1215,476.06,2.37,-0.09,32.99,23739.0,74.0
1216,474.83,2.37,0.07,-6.35,23735.0,2.0
1217,478.34,2.37,0.04,65.67,23733.0,65478.0
1218,477.69,2.37,0.37,19.04,23734.0,261.0
1219,475.84,2.38,0.46,-34.91,23736.0,326.0
1220,479.29,2.38,0.29,42.27,23762.0,354.0
1221,479.29,2.38,0.5,15.35,23786.0,331.0
1222,474.86,2.38,0.58,-90.89,23794.0,783.0
1223,475.45,2.39,0.12,-45.27,23824.0,65334.0
1224,481.37,2.39,-0.1,93.48,23853.0,65460.0
1225,472.17,2.39,0.36,-135.21,23856.0,375.0
1226,468.24,2.39,-0.31,-153.49,23850.0,241.0
1227,480.17,2.39,-1.08,168.08,23871.0,170.0
1228,478.82,2.38,-0.24,78.68,23855.0,65229.0
1229,473.98,2.38,0.15,-52.77,23787.0,1680.0
1230,471.84,2.38,-0.11,-72.14,23786.0,65230.0
1231,484.95,2.38,-0.47,228.29,23791.0,28.0
1232,477.56,2.38,0.67,-24.21,23789.0,65422.0
1233,472.13,2.38,0.55,-134.14,23763.0,65267.0
1234,479.77,2.38,-0.12,74.68,23801.0,208.0
1235,478.7,2.38,0.25,18.42,23830.0,65475.0
1236,470.56,2.38,0.34,-158.68,23821.0,64955.0
1237,475.13,2.39,-0.45,5.22,23835.0,64959.0
1238,480.03,2.38,-0.42,109.46,23847.0,682.0
1239,470.72,2.38,0.12,-122.93,23826.0,158.0
1240,471.23,2.38,-0.49,-53.84,23808.0,64863.0
1241,479.9,2.38,-0.76,156.32,23814.0,65241.0
1242,472.71,2.38,0.02,-50.41,23785.0,65391.0
1243,477.76,2.38,-0.23,75.27,23743.0,767.0
1244,476.63,2.37,0.15,19.77,23747.0,65111.0
1245,477.6,2.38,0.25,26.37,23736.0,65352.0
1246,480.01,2.38,0.38,56.41,23744.0,297.0
1247,478.0,2.38,0.66,-19.61,23761.0,770.0
1248,476.91,2.38,0.56,-44.65,23782.0,655.0
1249,476.07,2.38,0.34,-50.39,23819.0,64124.0
1250,477.53,2.39,0.09,-2.76,23845.0,64865.0
1251,475.49,2.39,0.07,-43.85,23856.0,184.0
1252,476.07,2.39,-0.15,-11.82,23865.0,65188.0
1253,474.19,2.39,-0.21,-40.51,23867.0,65493.0
1254,475.73,2.39,-0.41,14.51,23857.0,57.0
1255,470.46,2.38,-0.34,-89.98,23842.0,65417.0
1256,477.36,2.38,-0.79,99.87,23823.0,65214.0
1257,475.0,2.38,-0.29,18.33,23808.0,65324.0
1258,476.4,2.38,-0.2,42.97,23763.0,277.0
1259,475.12,2.38,0.02,-0.28,23756.0,64894.0
1260,476.61,2.38,0.02,29.3,23743.0,107.0
1261,478.17,2.38,0.16,45.57,23742.0,65490.0
1262,475.79,2.38,0.39,-28.17,23743.0,263.0
1263,475.4,2.38,0.25,-29.8,23759.0,284.0
1264,478.0,2.38,0.1,32.2,23780.0,65282.0
1265,477.23,2.38,0.26,-1.36,23787.0,426.0
1266,474.24,2.38,0.26,-65.8,23790.0,362.0
1267,473.69,2.38,-0.07,-49.12,23808.0,74.0
1268,481.4,2.38,-0.32,131.06,23821.0,645.0
1269,473.36,2.38,0.34,-88.88,23818.0,65303.0
1270,471.64,2.38,-0.11,-85.69,23798.0,334.0
1271,479.68,2.38,-0.53,120.21,23818.0,355.0
1272,479.11,2.38,0.07,59.41,23815.0,65148.0
1273,471.76,2.38,0.36,-118.58,23779.0,1141.0
1274,477.18,2.38,-0.23,41.74,23786.0,64976.0
1275,483.12,2.38,-0.02,144.35,23804.0,52.0
1276,475.72,2.38,0.7,-75.49,23792.0,126.0
1277,473.99,2.38,0.32,-86.41,23791.0,59.0
1278,478.01,2.39,-0.11,30.87,23833.0,65516.0
1279,477.11,2.38,0.05,-0.36,23844.0,528.0
1280,469.4,2.38,0.04,-155.43,23841.0,2.0
1281,473.52,2.38,-0.73,3.87,23842.0,65479.0
1282,478.33,2.38,-0.71,112.71,23843.0,65354.0
1283,473.46,2.38,-0.15,-26.59,23804.0,65400.0
1284,471.03,2.38,-0.28,-58.9,23764.0,299.0
1285,476.3,2.38,-0.58,81.63,23763.0,65267.0
1286,476.83,2.37,-0.17,62.96,23753.0,63704.0
1287,477.42,2.37,0.15,46.59,23715.0,65168.0
1288,473.7,2.37,0.38,-54.05,23708.0,65486.0
1289,480.82,2.37,0.11,107.89,23714.0,265.0
1290,480.15,2.37,0.65,38.31,23738.0,977.0
1291,473.96,2.38,0.84,-117.49,23742.0,37.0
1292,474.35,2.38,0.25,-67.66,23788.0,64612.0
1293,477.34,2.38,-0.09,20.83,23830.0,63957.0
1294,477.63,2.38,0.02,17.93,23835.0,65456.0
1295,469.93,2.38,0.11,-145.4,23828.0,65388.0
1296,474.86,2.38,-0.62,23.83,23829.0,64591.0
1297,479.3,2.38,-0.5,113.2,23832.0,27.0
1298,474.53,2.38,0.07,-28.84,23795.0,2007.0
1299,472.84,2.38,-0.08,-49.57,23772.0,877.0
1300,481.25,2.38,-0.33,145.1,23780.0,65389.0
1301,479.21,2.38,0.4,38.18,23777.0,65385.0
1302,469.53,2.38,0.59,-182.53,23760.0,64928.0
1303,479.28,2.38,-0.32,92.04,23779.0,51.0
1304,478.59,2.38,0.14,38.69,23812.0,64924.0
1305,474.72,2.38,0.33,-60.72,23792.0,64087.0
1306,474.89,2.38,0.03,-33.6,23795.0,64.0
1307,475.71,2.38,-0.14,-0.97,23818.0,60.0
1308,476.17,2.38,-0.15,11.49,23819.0,65427.0
1309,470.12,2.38,-0.09,-112.31,23814.0,43.0
1310,473.61,2.38,-0.65,15.41,23806.0,64914.0
1311,477.34,2.38,-0.57,95.31,23795.0,65516.0
1312,475.15,2.37,-0.1,15.32,23760.0,237.0
1313,474.14,2.37,-0.02,-10.62,23731.0,506.0
1314,476.59,2.37,-0.07,44.18,23731.0,65247.0
1315,479.22,2.37,0.15,76.18,23730.0,65415.0
1316,475.29,2.37,0.53,-43.48,23728.0,65358.0
1317,478.8,2.38,0.31,37.8,23732.0,429.0
1318,476.95,2.38,0.5,-24.39,23765.0,65221.0
1319,479.21,2.38,0.38,23.04,23780.0,2.0
1320,475.33,2.38,0.49,-73.54,23808.0,64554.0
1321,476.62,2.39,0.13,-20.81,23824.0,447.0
1322,477.92,2.39,0.02,13.07,23848.0,256.0
1323,474.95,2.39,0.09,-53.43,23851.0,561.0
1324,474.41,2.39,-0.18,-39.21,23852.0,554.0
1325,476.78,2.39,-0.38,31.33,23860.0,564.0
1326,473.88,2.38,-0.22,-34.74,23850.0,81.0
1327,473.27,2.38,-0.39,-25.17,23831.0,65269.0
1328,476.26,2.38,-0.52,54.96,23819.0,65272.0
1329,475.81,2.38,-0.24,28.87,23797.0,64631.0
1330,475.74,2.38,-0.1,18.03,23770.0,64624.0
1331,474.31,2.38,-0.01,-17.71,23761.0,65163.0
1332,477.01,2.38,-0.1,45.41,23758.0,64864.0
1333,475.89,2.38,0.13,2.36,23758.0,64689.0
1334,473.14,2.38,0.14,-56.43,23752.0,64694.0
1335,476.46,2.38,-0.14,35.4,23756.0,64891.0
1336,477.04,2.38,0.04,32.08,23760.0,65310.0
1337,472.4,2.38,0.2,-77.57,23758.0,64912.0
1338,475.63,2.38,-0.19,21.95,23759.0,65008.0
1339,477.36,2.38,-0.08,49.47,23764.0,65525.0
1340,473.86,2.38,0.17,-43.74,23759.0,65455.0
1341,475.7,2.38,-0.05,11.73,23758.0,64353.0
1342,478.49,2.38,0.01,62.77,23761.0,65255.0
1343,475.55,2.38,0.32,-27.6,23760.0,65120.0
1344,477.63,2.38,0.18,21.37,23760.0,65136.0
1345,479.97,2.38,0.29,53.91,23773.0,1272.0
1346,477.38,2.38,0.56,-30.62,23785.0,89.0
1347,477.25,2.38,0.4,-29.03,23799.0,443.0
1348,474.94,2.39,0.26,-68.81,23832.0,787.0
1349,478.94,2.39,-0.08,40.47,23849.0,693.0
1350,473.68,2.39,0.12,-83.32,23866.0,65448.0
1351,472.78,2.39,-0.3,-61.98,23862.0,64925.0
1352,477.4,2.39,-0.61,67.41,23866.0,65028.0
1353,472.06,2.38,-0.27,-60.97,23843.0,403.0
1354,472.03,2.38,-0.58,-25.69,23814.0,64509.0
1355,475.81,2.38,-0.71,74.26,23800.0,65343.0
1356,475.32,2.37,-0.33,41.45,23768.0,64422.0
1357,476.23,2.37,-0.13,45.69,23730.0,1345.0
1358,472.5,2.37,0.1,-49.22,23720.0,65149.0
1359,477.6,2.37,-0.14,75.23,23716.0,64045.0
1360,479.33,2.37,0.23,75.16,23720.0,11.0
1361,473.44,2.37,0.61,-84.82,23714.0,65417.0
1362,478.44,2.38,0.18,45.39,23727.0,35.0
1363,475.57,2.38,0.41,-38.25,23764.0,64087.0
1364,477.14,2.38,0.22,3.95,23764.0,86.0
1365,474.57,2.38,0.24,-53.75,23789.0,489.0
1366,475.53,2.38,-0.03,-12.56,23794.0,1759.0
1367,475.83,2.38,-0.09,0.41,23813.0,90.0
1368,474.83,2.38,-0.09,-18.0,23812.0,65521.0
1369,476.04,2.38,-0.18,17.04,23808.0,64979.0
1370,475.08,2.38,-0.1,-6.96,23794.0,65512.0
1371,474.47,2.38,-0.13,-13.77,23788.0,65089.0
1372,477.92,2.38,-0.2,64.55,23784.0,338.0
1373,475.24,2.38,0.12,-17.17,23781.0,65176.0
1374,473.55,2.38,0.04,-44.91,23764.0,165.0
1375,479.35,2.38,-0.19,92.78,23769.0,221.0
1376,476.1,2.38,0.28,-14.85,23773.0,270.0
1377,472.97,2.38,0.2,-75.54,23766.0,75.0
1378,477.51,2.38,-0.17,48.82,23783.0,65464.0
1379,476.02,2.38,0.07,-1.78,23790.0,250.0
1380,470.62,2.38,0.06,-110.41,23785.0,65293.0
1381,476.14,2.38,-0.49,54.13,23787.0,64742.0
1382,476.58,2.38,-0.22,45.56,23788.0,64899.0
1383,472.75,2.38,0.01,-49.33,23763.0,419.0
1384,473.78,2.38,-0.24,-4.11,23755.0,64747.0
1385,479.1,2.37,-0.26,109.12,23755.0,64951.0
1386,475.89,2.37,0.29,-4.41,23737.0,18.0
1387,473.38,2.37,0.26,-58.13,23727.0,64731.0
1388,481.45,2.38,-0.03,126.92,23737.0,598.0
1389,477.76,2.38,0.61,-9.64,23757.0,65337.0
1390,474.41,2.38,0.56,-84.02,23758.0,65026.0
1391,475.86,2.38,0.14,-24.15,23790.0,64213.0
1392,478.49,2.38,0.02,37.61,23815.0,232.0
1393,473.37,2.38,0.21,-83.92,23819.0,653.0
1394,473.4,2.38,-0.21,-45.44,23820.0,65289.0
1395,476.87,2.38,-0.44,51.02,23831.0,680.0
1396,472.74,2.38,-0.19,-48.3,23821.0,60.0
1397,473.12,2.38,-0.43,-12.9,23797.0,33.0
1398,474.02,2.38,-0.49,20.06,23791.0,64080.0
1399,476.14,2.37,-0.39,62.38,23766.0,64882.0
1400,476.25,2.37,-0.08,41.1,23739.0,488.0
1401,472.9,2.37,0.13,-44.77,23721.0,65339.0
1402,477.43,2.37,-0.1,65.74,23719.0,20.0
1403,477.85,2.37,0.23,43.17,23725.0,65132.0
1404,474.23,2.37,0.45,-55.56,23721.0,65153.0
1405,477.51,2.38,0.17,28.91,23731.0,65431.0
1406,476.26,2.38,0.31,-13.8,23756.0,65389.0
1407,475.59,2.38,0.24,-26.65,23763.0,65519.0
1408,473.3,2.38,0.11,-63.94,23781.0,65477.0
1409,476.98,2.38,-0.21,39.28,23790.0,411.0
1410,473.88,2.38,-0.01,-38.12,23795.0,65493.0
1411,473.87,2.38,-0.2,-18.98,23789.0,65501.0
1412,476.64,2.38,-0.3,49.91,23788.0,65406.0
1413,474.49,2.38,-0.05,-12.09,23779.0,65026.0
1414,474.87,2.38,-0.11,2.45,23759.0,65167.0
1415,477.42,2.38,-0.1,54.41,23759.0,64993.0
1416,476.61,2.38,0.18,12.92,23754.0,64772.0
1417,476.36,2.38,0.24,-2.03,23748.0,64766.0
1418,477.18,2.38,0.23,10.54,23755.0,167.0
1419,477.05,2.38,0.28,-1.91,23763.0,261.0
1420,474.6,2.38,0.27,-55.71,23779.0,65533.0
1421,477.19,2.38,-0.0,18.5,23791.0,461.0
1422,472.34,2.38,0.09,-87.56,23809.0,122.0
1423,472.99,2.38,-0.35,-32.53,23811.0,65305.0
1424,474.9,2.38,-0.51,28.92,23815.0,65364.0
1425,473.18,2.38,-0.37,-9.61,23792.0,26.0
1426,472.77,2.38,-0.42,-5.78,23766.0,65370.0
1427,476.31,2.37,-0.45,76.35,23753.0,63805.0
1428,477.52,2.37,-0.06,71.31,23728.0,64751.0
1429,474.23,2.37,0.29,-28.85,23704.0,65007.0
1430,477.48,2.37,0.15,44.69,23704.0,65022.0
1431,479.57,2.37,0.37,61.09,23716.0,173.0
1432,476.09,2.38,0.68,-46.53,23724.0,65482.0
1433,478.84,2.38,0.44,18.21,23744.0,957.0
1434,474.84,2.38,0.54,-79.85,23789.0,63596.0
1435,477.61,2.38,0.14,4.87,23807.0,197.0
1436,473.31,2.38,0.16,-86.3,23834.0,295.0
1437,474.23,2.38,-0.27,-27.92,23836.0,72.0
1438,475.17,2.38,-0.41,10.22,23843.0,64875.0
1439,472.32,2.38,-0.36,-43.65,23828.0,65306.0
1440,472.73,2.38,-0.58,-6.62,23810.0,64995.0
1441,475.73,2.38,-0.61,68.4,23788.0,65532.0
1442,475.41,2.37,-0.27,39.99,23756.0,748.0
1443,475.72,2.37,-0.07,31.46,23726.0,19.0
1444,475.0,2.37,0.09,2.65,23713.0,64366.0
1445,478.22,2.37,0.1,64.05,23711.0,65510.0
1446,476.11,2.37,0.42,-12.22,23715.0,667.0
1447,475.12,2.38,0.36,-34.29,23725.0,48.0
1448,478.31,2.38,0.19,39.32,23748.0,65510.0
1449,476.06,2.38,0.39,-29.06,23765.0,431.0
1450,472.85,2.38,0.24,-86.44,23773.0,189.0
1451,475.34,2.38,-0.19,1.69,23792.0,815.0
1452,474.76,2.38,-0.18,-6.88,23806.0,406.0
1453,472.33,2.38,-0.22,-48.41,23796.0,59.0
1454,473.05,2.38,-0.46,-5.59,23787.0,65058.0
1455,475.42,2.38,-0.49,53.88,23780.0,65054.0
1456,476.07,2.37,-0.22,49.67,23752.0,64217.0
1457,475.74,2.37,0.03,22.61,23721.0,65198.0
1458,475.57,2.37,0.14,7.16,23711.0,65510.0
1459,479.58,2.37,0.18,80.92,23714.0,79.0
1460,478.09,2.37,0.58,7.18,23726.0,65522.0
1461,476.01,2.38,0.62,-49.81,23733.0,431.0
1462,473.38,2.38,0.37,-89.77,23769.0,64636.0
1463,476.3,2.38,-0.08,5.93,23801.0,64260.0
1464,474.38,2.38,-0.05,-33.83,23818.0,851.0
1465,470.48,2.38,-0.22,-93.93,23815.0,64592.0
1466,473.8,2.38,-0.69,23.8,23812.0,65018.0
1467,474.47,2.38,-0.57,38.95,23793.0,303.0
1468,474.68,2.37,-0.37,35.16,23754.0,1631.0
1469,471.83,2.37,-0.2,-32.07,23728.0,65021.0
1470,476.28,2.37,-0.36,76.95,23710.0,80.0
1471,477.11,2.37,0.03,62.31,23705.0,65145.0
1472,475.07,2.37,0.34,-10.3,23683.0,65373.0
1473,476.45,2.37,0.29,15.67,23683.0,540.0
1474,480.07,2.37,0.37,74.45,23706.0,111.0
1475,476.92,2.37,0.74,-32.98,23720.0,123.0
1476,475.37,2.38,0.57,-62.37,23737.0,411.0
1477,472.71,2.38,0.26,-95.75,23783.0,65291.0
1478,476.78,2.38,-0.22,28.25,23811.0,65187.0
1479,475.44,2.38,-0.08,-8.32,23816.0,897.0
1480,467.87,2.38,-0.12,-153.93,23807.0,65224.0
1481,476.34,2.38,-0.89,94.66,23802.0,65202.0
1482,473.62,2.38,-0.41,10.69,23792.0,70.0
1483,473.79,2.37,-0.36,17.16,23743.0,2034.0
1484,472.93,2.37,-0.28,-1.53,23728.0,65013.0
1485,479.62,2.37,-0.28,138.54,23712.0,64599.0
1486,476.62,2.37,0.41,14.92,23701.0,64484.0
1487,474.23,2.37,0.48,-48.39,23682.0,321.0
1488,476.23,2.37,0.24,6.06,23706.0,65251.0
1489,478.69,2.37,0.27,47.27,23732.0,65507.0
1490,476.35,2.38,0.51,-28.51,23739.0,845.0
1491,473.57,2.38,0.37,-80.12,23758.0,430.0
1492,475.17,2.38,-0.03,-15.31,23789.0,64851.0
1493,476.11,2.38,-0.11,11.8,23802.0,65136.0
1494,469.57,2.38,-0.05,-122.82,23795.0,456.0
1495,472.96,2.38,-0.67,7.49,23792.0,65518.0
1496,475.72,2.38,-0.63,72.24,23790.0,173.0
1497,474.23,2.37,-0.27,18.84,23758.0,64896.0
1498,475.29,2.37,-0.17,35.93,23718.0,308.0
1499,475.28,2.37,0.01,21.26,23708.0,420.0
1500,477.85,2.37,0.11,61.99,23703.0,65098.0
1501,476.17,2.37,0.42,-4.97,23704.0,65037.0
1502,475.42,2.37,0.4,-25.87,23707.0,64712.0
1503,478.33,2.38,0.27,37.33,23730.0,93.0
1504,476.67,2.38,0.46,-19.93,23753.0,65421.0
1505,474.76,2.38,0.36,-57.42,23762.0,1288.0
1506,474.63,2.38,0.07,-38.4,23788.0,266.0
1507,475.32,2.38,-0.12,-6.78,23806.0,197.0
1508,473.51,2.38,-0.16,-37.03,23810.0,65488.0
1509,471.64,2.38,-0.34,-52.92,23803.0,65534.0
1510,473.45,2.38,-0.61,16.64,23791.0,12.0
1511,474.6,2.38,-0.52,43.56,23776.0,65308.0
1512,474.04,2.37,-0.31,21.02,23743.0,185.0
1513,474.64,2.37,-0.2,28.49,23712.0,370.0
1514,475.57,2.37,-0.06,37.03,23704.0,64992.0
1515,476.49,2.37,0.13,37.97,23697.0,64809.0
1516,478.37,2.37,0.32,54.15,23693.0,64789.0
1517,477.86,2.37,0.59,10.47,23698.0,65308.0
1518,473.79,2.37,0.64,-87.86,23708.0,451.0
1519,471.27,2.38,0.2,-107.27,23740.0,1633.0
1520,475.16,2.38,-0.34,20.17,23782.0,65033.0
1521,476.74,2.38,-0.23,48.4,23787.0,28.0
1522,467.63,2.38,0.01,-153.2,23768.0,329.0
1523,470.87,2.38,-0.76,-11.93,23759.0,64960.0
1524,475.44,2.37,-0.82,100.5,23759.0,64977.0
1525,478.57,2.37,-0.32,129.19,23709.0,725.0
1526,475.53,2.37,0.33,10.11,23668.0,307.0
1527,473.96,2.37,0.38,-32.83,23658.0,65414.0
1528,480.57,2.37,0.22,108.18,23677.0,250.0
1529,478.9,2.37,0.76,16.39,23701.0,65357.0
1530,477.27,2.38,0.84,-39.52,23709.0,67.0
1531,472.17,2.38,0.64,-138.58,23754.0,63911.0
1532,479.19,2.38,-0.05,58.26,23797.0,64671.0
1533,474.96,2.38,0.24,-54.4,23824.0,219.0
1534,471.09,2.38,-0.03,-109.49,23821.0,65267.0
1535,475.33,2.38,-0.58,30.61,23831.0,393.0
1536,473.66,2.38,-0.43,-6.48,23830.0,65492.0
1537,470.76,2.38,-0.46,-52.63,23794.0,497.0
1538,471.27,2.38,-0.72,-7.03,23776.0,64740.0
1539,475.53,2.37,-0.76,96.12,23755.0,65466.0
1540,479.22,2.37,-0.28,137.16,23711.0,2018.0
1541,474.73,2.37,0.41,-15.73,23671.0,1691.0
1542,472.06,2.37,0.33,-69.48,23665.0,65133.0
1543,483.9,2.37,-0.02,195.46,23685.0,806.0
1544,477.31,2.37,0.96,-33.66,23705.0,34.0
1545,470.86,2.38,0.79,-165.19,23705.0,65358.0
1546,471.83,2.38,-0.03,-79.03,23761.0,64420.0
1547,476.47,2.38,-0.43,54.06,23799.0,64212.0
1548,472.31,2.38,-0.16,-47.66,23790.0,43.0
1549,469.04,2.38,-0.4,-85.96,23768.0,65427.0
1550,472.24,2.37,-0.83,28.97,23761.0,29.0
1551,476.42,2.37,-0.68,114.45,23737.0,64913.0
1552,475.33,2.37,-0.11,49.2,23691.0,925.0
1553,471.72,2.37,0.14,-45.57,23658.0,159.0
1554,477.92,2.37,-0.09,98.67,23655.0,94.0
1555,479.97,2.37,0.4,92.07,23665.0,127.0
1556,474.08,2.37,0.86,-79.76,23661.0,344.0
1557,477.4,2.37,0.46,9.29,23681.0,851.0
1558,475.0,2.38,0.51,-52.76,23736.0,64565.0
1559,475.77,2.38,0.25,-21.02,23758.0,64246.0
1560,474.61,2.38,0.14,-38.69,23780.0,64977.0
1561,474.32,2.38,-0.05,-27.94,23787.0,61.0
1562,474.39,2.38,-0.19,-11.64,23790.0,314.0
1563,474.56,2.38,-0.25,1.55,23790.0,65246.0
1564,471.64,2.38,-0.24,-52.62,23784.0,64389.0
1565,475.57,2.38,-0.51,56.99,23765.0,771.0
1566,471.48,2.37,-0.22,-43.05,23757.0,64350.0
1567,476.01,2.37,-0.44,73.37,23728.0,64818.0
1568,474.32,2.37,-0.07,11.71,23715.0,65423.0
1569,474.87,2.37,-0.01,18.15,23701.0,63324.0
1570,475.49,2.37,0.08,21.8,23696.0,64570.0
1571,475.88,2.37,0.19,16.99,23694.0,1.0
1572,474.98,2.37,0.27,-13.26,23697.0,65129.0
1573,475.91,2.37,0.21,6.5,23705.0,65358.0
1574,475.99,2.37,0.24,0.69,23718.0,468.0
1575,475.11,2.37,0.24,-22.11,23730.0,567.0
1576,474.56,2.38,0.13,-27.0,23741.0,920.0
1577,474.13,2.38,-0.0,-24.67,23760.0,65518.0
1578,476.04,2.38,-0.13,25.88,23764.0,187.0
1579,473.22,2.38,0.0,-41.03,23763.0,49.0
1580,473.84,2.38,-0.2,-8.09,23760.0,65184.0
1581,476.25,2.38,-0.24,48.1,23760.0,64913.0
1582,474.23,2.37,-0.0,-11.55,23747.0,64087.0
1583,476.6,2.37,-0.06,41.73,23730.0,65446.0
1584,476.79,2.37,0.15,25.72,23731.0,17.0
1585,475.04,2.37,0.28,-25.12,23730.0,65371.0
1586,476.34,2.38,0.15,8.02,23734.0,662.0
1587,474.77,2.38,0.19,-30.5,23755.0,65376.0
1588,476.27,2.38,0.04,10.89,23762.0,168.0
1589,475.01,2.38,0.1,-20.56,23770.0,275.0
1590,472.73,2.38,-0.01,-57.75,23771.0,797.0
1591,475.59,2.38,-0.3,28.4,23777.0,96.0
1592,473.53,2.38,-0.15,-21.11,23778.0,65478.0
1593,468.08,2.38,-0.26,-116.41,23763.0,65283.0
1594,476.96,2.37,-0.84,124.6,23756.0,801.0
1595,482.15,2.37,-0.22,182.95,23737.0,296.0
1596,474.97,2.37,0.7,-47.74,23691.0,82.0
1597,468.55,2.37,0.46,-166.14,23684.0,116.0
1598,480.66,2.38,-0.37,149.89,23727.0,65290.0
1599,480.93,2.37,0.38,87.87,23749.0,190.0
1600,469.06,2.38,0.82,-201.03,23727.0,64920.0
1601,476.58,2.38,-0.19,33.67,23743.0,895.0
1602,475.96,2.38,-0.02,8.12,23792.0,64942.0
1603,473.25,2.38,0.02,-49.74,23783.0,65063.0
1604,470.98,2.38,-0.23,-70.65,23780.0,64948.0
1605,475.0,2.38,-0.58,49.65,23777.0,65049.0
1606,472.45,2.37,-0.33,-14.54,23764.0,63964.0
1607,476.21,2.37,-0.41,74.67,23730.0,444.0
1608,471.51,2.37,-0.03,-48.38,23714.0,65220.0
1609,474.65,2.37,-0.28,39.23,23698.0,64932.0
1610,477.72,2.37,-0.08,86.58,23699.0,65301.0
1611,474.06,2.37,0.35,-28.44,23680.0,65509.0
1612,474.82,2.37,0.21,-6.04,23677.0,65524.0
1613,479.6,2.37,0.18,88.38,23697.0,9.0
1614,477.11,2.37,0.62,-9.32,23706.0,491.0
1615,473.79,2.38,0.58,-83.38,23712.0,433.0
1616,475.57,2.38,0.16,-17.75,23755.0,143.0
1617,477.81,2.38,0.07,32.86,23783.0,97.0
1618,472.26,2.38,0.23,-96.0,23786.0,65244.0
1619,472.69,2.38,-0.25,-44.19,23788.0,13.0
1620,478.68,2.38,-0.47,102.66,23796.0,523.0
1621,472.19,2.38,0.05,-69.14,23789.0,65470.0
1622,472.69,2.38,-0.3,-25.57,23765.0,64584.0
1623,476.47,2.38,-0.43,68.92,23765.0,48.0
1624,474.8,2.37,-0.08,9.46,23755.0,64861.0
1625,475.23,2.37,-0.03,15.03,23728.0,65124.0
1626,474.6,2.37,0.04,-4.31,23725.0,129.0
1627,475.83,2.37,0.02,21.58,23725.0,64510.0
1628,474.3,2.37,0.13,-20.23,23728.0,64660.0
1629,474.85,2.37,0.03,-1.58,23727.0,64577.0
1630,476.3,2.37,0.02,27.57,23731.0,460.0
1631,474.27,2.37,0.16,-27.0,23732.0,185.0
1632,472.32,2.38,0.02,-55.6,23734.0,65493.0
1633,475.09,2.38,-0.26,27.14,23742.0,535.0
1634,473.37,2.37,-0.12,-15.78,23743.0,641.0
1635,471.66,2.37,-0.2,-39.63,23736.0,64966.0
1636,475.32,2.37,-0.4,57.36,23732.0,64942.0
1637,474.16,2.37,-0.11,13.55,23721.0,64763.0
1638,473.44,2.37,-0.04,-5.43,23695.0,64743.0
1639,475.64,2.37,-0.07,42.13,23688.0,65278.0
1640,477.23,2.37,0.14,54.42,23685.0,65267.0
1641,475.89,2.37,0.41,-2.37,23682.0,17.0
1642,476.16,2.37,0.4,-4.12,23690.0,64.0
1643,475.08,2.37,0.38,-31.71,23714.0,415.0
1644,477.78,2.38,0.22,30.63,23732.0,1086.0
1645,473.86,2.38,0.37,-67.55,23756.0,65415.0
1646,473.34,2.38,0.04,-51.51,23765.0,170.0
1647,474.07,2.38,-0.22,-12.03,23785.0,347.0
1648,474.96,2.38,-0.28,16.23,23785.0,65453.0
1649,470.52,2.38,-0.2,-74.97,23773.0,63857.0
1650,472.22,2.38,-0.58,0.54,23760.0,63909.0
1651,476.44,2.37,-0.57,96.18,23750.0,64482.0
1652,475.47,2.37,-0.09,40.13,23709.0,185.0
1653,472.69,2.37,0.11,-33.61,23682.0,65322.0
1654,476.31,2.37,-0.06,53.38,23681.0,273.0
1655,478.53,2.37,0.21,72.16,23686.0,480.0
1656,472.89,2.37,0.57,-80.7,23687.0,231.0
1657,474.78,2.37,0.16,-14.01,23703.0,65465.0
1658,477.62,2.37,0.09,46.49,23733.0,63.0
1659,475.44,2.37,0.33,-22.29,23733.0,1318.0
1660,471.4,2.38,0.22,-98.39,23737.0,659.0
1661,474.64,2.38,-0.28,11.31,23761.0,879.0
1662,476.14,2.38,-0.22,41.02,23770.0,64879.0
1663,471.35,2.37,-0.01,-70.72,23756.0,286.0
1664,472.71,2.37,-0.37,-7.95,23743.0,7.0
1665,477.7,2.37,-0.41,103.18,23738.0,48.0
1666,473.94,2.37,0.11,-15.5,23725.0,64729.0
1667,471.22,2.37,0.03,-64.3,23705.0,64034.0
1668,480.43,2.37,-0.29,151.43,23707.0,65309.0
