Sample Number (10000 samples per second),LoadCell (),X1 (),X2 (),X3 (),EPOSPosition (),EPOSCurrent (),Encoder (),Time (ms)
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,691.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,742.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,792.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,842.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,892.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,943.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,994.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1044.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1094.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1144.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1196.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1246.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1296.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1346.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1397.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1447.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1498.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1548.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1598.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1649.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1699.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1750.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1851.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1901.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1951.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2053.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2103.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2153.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2203.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2253.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2305.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2355.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2455.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2506.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2556.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2607.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2657.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2708.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2758.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2808.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2859.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2909.0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2960.0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3010.0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3060.0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3110.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3162.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3212.0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3262.0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3312.0
