Sample Number (10000 samples per second),LoadCell (),X1 (),X2 (),X3 (),EPOSPosition (),EPOSCurrent (),Encoder (),Time (ms)
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,718.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,769.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,920.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,970.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1020.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1072.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1122.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1172.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1222.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1273.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1324.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1374.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1424.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1474.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1525.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1575.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1626.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1676.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1727.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1777.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1827.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1878.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1929.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1979.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2029.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2079.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2129.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2181.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2231.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2281.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2331.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2382.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2433.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2483.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2533.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2584.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2634.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2684.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2735.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2785.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2836.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2886.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2936.0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2987.0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3038.0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3088.0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3138.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3188.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3239.0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3290.0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3340.0
