Sample Number (10000 samples per second),LoadCell (),X1 (),X2 (),X3 (),EPOSPosition (),EPOSCurrent (),Encoder (),Time (ms)
82,48548.96,31.31,-4.06,1952.15,3.0,65533.0,0.0,4175.0
83,48481.73,31.29,5.7,-2603.12,3.0,65533.0,0.0,4226.0
84,48536.82,31.32,-7.31,2549.61,3.0,65532.0,0.0,4276.0
85,48503.96,31.28,5.44,-1635.64,3.0,11.0,0.0,4326.0
86,48521.23,31.31,-2.74,809.38,3.0,11.0,0.0,4376.0
87,48513.36,31.3,1.31,-373.73,3.0,65519.0,0.0,4427.0
88,48517.87,31.3,-0.56,186.72,3.0,65519.0,0.0,4477.0
89,48512.6,31.3,0.37,-186.13,3.0,11.0,0.0,4528.0
90,48513.06,31.3,-0.56,102.64,3.0,65532.0,0.0,4579.0
91,48515.88,31.3,-0.05,89.26,3.0,65533.0,0.0,4629.0
92,48510.61,31.3,0.4,-200.78,3.0,65519.0,0.0,4679.0
93,48524.29,31.3,-0.6,440.23,3.0,65521.0,0.0,4729.0
94,48505.42,31.3,1.6,-739.84,3.0,65532.0,0.0,4780.0
95,48527.19,31.31,-2.1,882.32,3.0,65534.0,0.0,4831.0
96,48493.12,31.29,2.31,-1216.5,3.0,65533.0,0.0,4881.0
97,48551.64,31.31,-3.77,2080.18,3.0,65533.0,0.0,4931.0
98,48481.73,31.29,6.63,-2836.72,3.0,10.0,0.0,4981.0
99,48551.1,31.32,-7.56,2932.42,3.0,8.0,0.0,5031.0
100,48483.72,31.28,7.11,-2786.62,3.0,65532.0,0.0,5083.0
101,48551.33,31.32,-6.83,2751.86,3.0,65533.0,0.0,5133.0
102,48477.15,31.28,6.93,-2939.65,3.0,65533.0,0.0,5183.0
103,48547.36,31.32,-7.77,2984.37,3.0,65533.0,0.0,5234.0
104,48490.21,31.28,7.16,-2535.25,3.0,65505.0,0.0,5284.0
105,48541.48,31.32,-5.52,2113.48,3.0,65533.0,0.0,5335.0
106,48486.09,31.29,5.05,-2164.36,3.0,11.0,0.0,5385.0
107,48543.08,31.31,-5.77,2340.82,3.0,65519.0,0.0,5435.0
108,48494.26,31.28,5.93,-2149.8,3.0,12.0,0.0,5486.0
109,48537.28,31.31,-4.82,1807.62,3.0,65532.0,0.0,5536.0
