Sample Number (10000 samples per second),LoadCell (),X1 (),X2 (),X3 (),EPOSPosition (),EPOSCurrent (),Encoder (),Time (ms)
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0
1,0.0,0.0,0.0,0.0,-3.0,54.0,0.0,353.0
2,0.0,0.0,0.0,0.0,-3.0,36.0,0.0,403.0
3,0.0,0.0,0.0,0.0,-3.0,18.0,0.0,453.0
4,0.0,0.0,0.0,0.0,-3.0,44.0,0.0,504.0
5,0.0,0.0,0.0,0.0,-3.0,36.0,0.0,555.0
6,0.0,0.0,0.0,0.0,-3.0,36.0,0.0,605.0
7,0.0,0.0,0.0,0.0,-3.0,53.0,0.0,655.0
8,0.0,0.0,0.0,0.0,-3.0,18.0,0.0,706.0
9,0.0,0.0,0.0,0.0,-3.0,45.0,0.0,756.0
10,0.0,0.0,0.0,0.0,-3.0,27.0,0.0,806.0
11,0.0,0.0,0.0,0.0,-3.0,27.0,0.0,857.0
12,0.0,0.0,0.0,0.0,-3.0,36.0,0.0,907.0
13,0.0,0.0,0.0,0.0,-3.0,63.0,0.0,958.0
14,0.0,0.0,0.0,0.0,-3.0,64873.0,0.0,1008.0
15,0.0,0.0,0.0,0.0,-3.0,72.0,0.0,1058.0
16,0.0,0.0,0.0,0.0,-1.0,64444.0,0.0,1108.0
17,0.0,0.0,0.0,0.0,-3.0,281.0,0.0,1160.0
18,0.0,0.0,0.0,0.0,-3.0,53.0,0.0,1210.0
19,0.0,0.0,0.0,0.0,-3.0,17.0,0.0,1260.0
20,0.0,0.0,0.0,0.0,-3.0,27.0,0.0,1310.0
21,0.0,0.0,0.0,0.0,-2.0,65200.0,0.0,1361.0
22,0.0,0.0,0.0,0.0,-3.0,65535.0,0.0,1412.0
23,0.0,0.0,0.0,0.0,-3.0,8.0,0.0,1462.0
24,0.0,0.0,0.0,0.0,-3.0,17.0,0.0,1512.0
25,0.0,0.0,0.0,0.0,-3.0,65535.0,0.0,1563.0
26,0.0,0.0,0.0,0.0,-3.0,18.0,0.0,1613.0
27,0.0,0.0,0.0,0.0,-3.0,45.0,0.0,1664.0
28,0.0,0.0,0.0,0.0,-3.0,65526.0,0.0,1714.0
29,0.0,0.0,0.0,0.0,-3.0,65526.0,0.0,1764.0
30,0.0,0.0,0.0,0.0,-3.0,65535.0,0.0,1815.0
31,0.0,0.0,0.0,0.0,-3.0,9.0,0.0,1865.0
32,0.0,0.0,0.0,0.0,-3.0,65535.0,0.0,1915.0
33,0.0,0.0,0.0,0.0,-3.0,65535.0,0.0,1966.0
34,0.0,0.0,0.0,0.0,-3.0,8.0,0.0,2016.0
35,0.0,0.0,0.0,0.0,-3.0,27.0,0.0,2067.0
36,0.0,0.0,0.0,0.0,-3.0,17.0,0.0,2117.0
37,0.0,0.0,0.0,0.0,-3.0,8.0,0.0,2167.0
